V0000399258	それはとってもいい話だ。	それはとってもいいはなしだ 
P0000191472	「接している、触れている」の意。	
P0000191473	反論してみたが、問答無用で押し切られてしまった。 
P0000191473	「問答無用」をここでは
P0000191473	「少しも聞いてもらえない、相手にされない」で表現しています。
P0000191473	「反対する」。	
P0000191474	朝から会議でやぁーんなっちゃうよ。 
P0000191474	「嫌になる、うんざりする」は
P0000191474	や
P0000191474	で簡単に表現できます。	
P0000191475	相撲に八百長があるって本当かな。 
P0000191475	には「八百長を組む」という意味があります。	
P0000191476	おれも50を過ぎて、少し焼きが回ったようだ。 
P0000191476	には「腕が鈍る、落ちる」という意味があります。
P0000191476	で「頭の回転が速い」の意。	
P0000191477	彼がヤキモチ焼きなので、電話もできません。 
P0000191477	「やきもち焼き」とは
P0000191477	（嫉妬深い）ということですね。	
P0000191478	彼は、やくざっぽいところがあって、なるべく会いたくない。 
P0000191478	で「ギャングっぽい、やくざっぽい」という意味になります。
P0000191478	「暴力団（の一員）」。	
P0000191479	この前の約束どおり、そのことについて話すよ！ 
P0000191479	で「前に約束したとおり」の意味になります。	
P0000191480	そう言えば友だちとお昼を一緒に食べる約束をしてたんだ。悪いけどそろそろ行かなきゃ。じゃあまた。 
P0000191480	ここでは「約束」を 
P0000191480	を使って表現しています。	
P0000191481	その番組は、毎週健康に関することを取り上げていて、とても役に立つのです。 
P0000191481	「役立つ」は 
P0000191481	でいいでしょう。
P0000191481	は「健康に関連した」の意。	
P0000191482	彼は、役のうえでいやらしい男を演じているだけで実際はいいやつだ。 
P0000191482	「役のうえで…」を 
P0000191482	（スクリーン上で）を使って表現しています。
P0000191482	は「低俗な、ポルノ調の」の意。	
P0000191483	彼って、何やってもまわりの人に迷惑かけるんだよね。疫病神だよ、まったく。 
P0000191483	には「厄介者、疫病神」の意味があります。
P0000191483	「罰する」。	
P0000191484	最近、悪いことが続いて起こり、厄除けしてもらおうかと思っている。 
P0000191484	ここでは「厄除けをしてもらう」を
P0000191484	「悪魔を追い払ってもうらう」で表現してみました。	
P0000191485	彼はリストラされ、やけになって毎晩酔いつぶれていた。 
P0000191485	この場合の「やけ」は
P0000191485	は「自暴自棄の、やけくその」を使えばいいでしょう。	
P0000191486	会社でリストラされ、彼はやけくそになって毎晩大酒を飲んでいた。 
P0000191486	「やけくそ」は
P0000191486	「自暴自棄の」を使えばいいでしょう。
P0000191486	は「自暴自棄、やけ」のこと。	
P0000191487	あ～、なんかムシャクシャする。やけ食いしたい気分。焼き肉の食べ放題にでも行かない？ 
P0000191487	「ストレスを発散させるために大食いする」で「やけ食い」のニュアンスを表現しています。
P0000191487	「度を過ごして食べること」。	
P0000191488	今日は時間が経つのがやけに遅く感じる。まだ、３時か・・・、定時まで後、２時間もある。 
P0000191488	「やけに」をここでは
P0000191488	「苦しいほどに」で表現しています。
P0000191488	「ひどく」。	
P0000191489	今年って台風がやけに多いと思わない？ 
P0000191489	（大変な）と 
P0000191489	を組み合わせて「やけに多い」を表現しています。
P0000191489	は「猛烈に」の意。	
P0000191490	独立行政法人化によって存続する特殊法人が焼け太りする懸念がある。 
P0000191490	ここでは「焼け太り」を 
P0000191490	（不当に栄える）を用いて表現しています。	
P0000191491	好きじゃないのなら、優しくしないで。 
P0000191491	この場合の「優しい」は
P0000191491	でいいでしょう。	
P0000191492	何か困ったことがあったら言ってねって、とか優しい言葉をかけられると、反対に頼みずらくなる。 
P0000191492	「優しい言葉」はそのまま
P0000191492	でいいでしょう。
P0000191492	しずらくなる」の
P0000191492	の使い方にも注意。	
P0000191493	生きていく上で自分と戦わなければならない時がある。そして自分にうち勝ってこそ強い精神力が養われていくのだ。 
P0000191493	ここでは「養う」を
P0000191493	（発達させる）、
P0000191493	（築き上げる）を用いて表現しています。	
P0000191494	夜食を食べないようにすれば、少しはやせるんじゃないの。 
P0000191494	「夜食」は 
P0000191494	でいいでしょう。
P0000191494	は「やせる」の意。	
P0000191495	なんでもかんでも安請け合いするから、身動きがとれなくなるんだよ。 
P0000191495	「直ぐにたくさんのことを約束する」で「安請け合い」のニュアンスが表現できるでしょう。	
P0000191496	安かろう悪かろうでは消費者は買ってくれない。 
P0000191496	で「安くて汚い商品」の意味になります。
P0000191496	「値段と品質を交換する（安いから品質が悪くてもいい）」。	
P0000191497	正月休みぼけで、頭は働かないし、まだ何もやる気がしない。 
P0000191497	ここでは「正月休みぼけ」を
P0000191497	「正月休み中、だらだらしていたので」を使って表現しています。
P0000191497	は「鈍る、強さを失う」、
P0000191497	は「頭の鈍い」、
P0000191497	は「やる気のない」の意。	
P0000191498	そんなにやせ我慢しなくても、はやくこっちに来れば良かったのに。 
P0000191498	「やせ我慢する」を
P0000191498	（プライドから）、
P0000191498	（無理して）と２通りに訳してみました。	
P0000191499	どうしたんだよ、そんなに痩せこけちゃて。 
P0000191499	で「やせ細って」の意味になります。	
P0000191500	この道はやたらと一時停止が多いと思わないか？ 
P0000191500	この場合の 
P0000191500	は副詞で「はるかに」の意味を表しています。
P0000191500	は「…で散らかっている」の意。	
P0000191501	海外旅行に行くと、やたらにブランド品ばかり買いあさっている女性をよくみかける。 
P0000191501	ここでは「やたらに」を
P0000191501	「見境なく、無差別に」を使って表現しています。
P0000191501	は「買いまくる」の意。	
P0000191502	どの企業も優秀な人材を雇用しようと躍起になっている。 
P0000191502	で「…するのに苦しんでいる」の意味。
P0000191502	は「もがく」の意。	
P0000191503	旦那の給料だけでやっていくのはきついな。 
P0000191503	は「何とかやっていく」、
P0000191503	は「（収入の範囲で）やっていく」の意味。	
P0000191504	この番組１年前に日本でやってたよ。 
P0000191504	「放映する」を受け身の進行形にして「やってた」を表現しています。	
P0000191505	美容院でやってもらっても（切ったり パーマしてもらっても）、だいたい自分が思っているのと違う事が多い 
P0000191505	「やってもらう」は
P0000191505	（使役）を使えばいいでしょう。
P0000191505	「（結果が）... になる」。	
P0000191506	こんな連中相手に、これ以上やってられない。 
P0000191506	「連中」は
P0000191506	、「やってられない」は「これ以上できない」と言い換えて表現すればいいでしょう。	
P0000191507	今日って、いつもの番組やってる？ 
P0000191507	「やってる」は
P0000191507	、あるいは、
P0000191507	を使って表現できます。	
P0000191508	やっと会えたわね！ よく、あなたの顔をみせて！ 
P0000191508	「やっと」は
P0000191508	を使って表現します。	
P0000191509	わかる？やっとの思いでここまで痩せたの。私の努力を無にするようなことしないで。 
P0000191509	「やっとの思い」は 
P0000191509	（ようやく）で表現すればいいでしょう。	
P0000191510	やっぱ、これって出さなきゃいけないの。 
P0000191510	「やっぱ」をここでは
P0000191510	「思った通り」、
P0000191510	「このこと心配してたんだ」で表現しています。	
P0000191511	夏はビール!!やっぱコレでしょ! 
P0000191511	（おあつらえ向きなもの）で「やっぱこれでしょ」を表現しています。
P0000191511	の使い方にも注目。	
P0000191512	やっぱりね、そうだと思った。 
P0000191512	は「確かにね」、
P0000191512	は「はい」の意味。	
P0000191513	やっぱり彼か。こんなの考えるの彼ぐらいだもん。 
P0000191513	「やっぱり」は
P0000191513	「分かってた」、
P0000191513	「はっきりしてた」で表現できます。	
P0000191514	お前(恋人)とは、よく喧嘩をするけど、それでもやっぱりお前のことが好きだ。 
P0000191514	この場合の「やっぱり」は
P0000191514	で表現すればいいでしょう。	
P0000191515	釜飯を注文しようかな～。やっぱり、雑炊にしよう！ 
P0000191515	「やっぱり」のニュアンスを 
P0000191515	（結局）、
P0000191515	（代わりに）で表現しています。「釜飯」と「雑炊」の表現の仕方にも注目です。	
P0000191516	やっぱり彼はやってくれたよ。彼ならやってくれると思ってたけどね。 
P0000191516	（思った通り）と 
P0000191516	を組み合わせて「やっぱり…してくれた」を表現しています。	
P0000191517	機嫌が悪いからって私にやつ当たりしないでよ。 
P0000191517	が
P0000191517	に八つ当たりをする」に当たる言い回しです。	
P0000191518	まだ決定したわけではないのですが、その日はスキーに行こうかっていう話が出ていて、宿次第って感じです。 
P0000191518	で「泊まる所を見つけることにかかっている」の意味になります。	
P0000191519	健康な肉体に健康な精神が宿る。 
P0000191519	「宿る」は 
P0000191519	（…に存する）で表現できます。
P0000191519	は「健全な」の意。	
P0000191520	タバコのヤニで、前歯が黄色くなってるよ。 
P0000191520	「タバコのヤニ」は
P0000191520	といいます。動詞
P0000191520	の使い方にも注目。	
P0000191521	とにかく矢は放たれたのです。やるしかありません。 
P0000191521	「矢」ではなく「馬」を使って、
P0000191521	「馬は納屋から出ている」と言い換えています。似たような表現に
P0000191521	「賽は投げられた」があります。	
P0000191522	やはり寒い地方で育った人は、寒さには強いのかな 
P0000191522	この場合の「やはり」は、
P0000191522	でそのニュアンスが出せます。	
P0000191523	ヤブの歯医者にかかると歯の詰め物がとれていけねえ。 
P0000191523	「ヤブの歯医者」は
P0000191523	「無能な、役立たずの歯医者」と言えばいいでしょう。
P0000191523	「詰め物」。	
P0000191524	やぶからぼうに試してもだめだよ。 
P0000191524	「やぶからぼうに試す」とは
P0000191524	「考えずにやる」、
P0000191524	「後先のことを考えずに急いでやる」ということですね。	
P0000191525	この条件を呑んでいただけるのであれば、協力する事はやぶさかではないですよ。 
P0000191525	「やぶさかでない」とは
P0000191525	「喜んで... する」ことですね。	
P0000191526	流鏑馬という伝統行事があるのであなたに見せてあげたい。実は私もテレビでしか見たことないんだよね。 
P0000191526	ここでは「流鏑馬という伝統行事」を 
P0000191526	で表現しています。第２英訳では流鏑馬を具体的に説明しています。	
P0000191527	会社に経費削減を提案したら、自分のプロジェクトの経費を減らされてやぶ蛇になった。 
P0000191527	（…にとって期待に反した結果になる）で「やぶ蛇」を表現しています。
P0000191527	で「やぶ蛇になる」の意。	
P0000191528	おい、ズボンが破れて、パンツが見えてるぞ。 
P0000191528	「破れてる」は
P0000191528	あるいは
P0000191528	で表現します。「見えてる」は
P0000191528	の他に、
P0000191528	を使っても言えます。	
P0000191529	ちょっとやぼ用で今日の飲み会行けないわ。 
P0000191529	「やぼ用がある」は
P0000191529	「ちょっと用事がある」、
P0000191529	「やらなくちゃいけない雑用がある」などで表現できます。	
P0000191530	人生、山あり谷ありだよ。 
P0000191530	「山あり谷あり」には色々な言い方があります。
P0000191530	「山頂と谷底」、
P0000191530	「浮き沈み」など。また、
P0000191530	「いいこ事もあれば、悪いこ事もある」のように言い換えてもいいでしょう。	
P0000191531	きみのヤマ勘は当たったためしがないな。 
P0000191531	で「物事を正しく推測する」という意味。
P0000191531	は「当てずっぽう」の意。	
P0000191532	彼は、山っ気があるからね。 
P0000191532	「山っ気がある」とは
P0000191532	「危険を犯す」の意味。	
P0000191533	一日風邪で休んだだけなのに、机の上に書類が山積みになっている。 
P0000191533	で山積みになる」は
P0000191533	で表現すればいいでしょう。また、
P0000191533	を使うこともできます。	
P0000191534	大和魂をもつ僕としては、筋の通らない話には納得ができない。 
P0000191534	「大和魂」を 
P0000191534	で表現しています。
P0000191534	は「生来の、固有の」、
P0000191534	は「染みこませる」の意。	
P0000191535	せっかくのまとまった休みで自分の時間が作れるから、普段やれないことをやってしまおう。 
P0000191535	ここでは「まとまった休み」を 
P0000191535	（合わせた）と 
P0000191535	を組み合わせて表現しています。	
P0000191536	やらなくちゃいけない仕事が山のようにある。 
P0000191536	で「山のような仕事」の意味になります。	
P0000191537	来週が、今取っているクラスの山場だな。それを越せば、暇になると思うけど。 
P0000191537	ここでは「山場」を 
P0000191537	（最も大変な部分）で表現しています。
P0000191537	は「峠を越す」、
P0000191537	は「重要な、重大な」の意。	
P0000191538	うちの子どもは、バイキング形式のレストランで、何でも山盛りにして取ってくるので恥ずかしい。 
P0000191538	が「山盛りにする」にあたる動詞です。
P0000191538	「バイキング」。	
P0000191539	行きたいのはやまやまなんだけど、先約があるので。 
P0000191539	で「本当は行きたいんだけど」と言っています。
P0000191539	「先約がある」。	
P0000191540	この企画も山を越したから、あとはきみたちに任せるよ。 
P0000191540	で「峠を越える」の意味になります。	
P0000191541	英語の記事を最初頑張って読んでみたけど、難しかったのでやめて日本語記事を読み始めた。 
P0000191541	この場合の「やめる」は
P0000191541	（あきらめる）ということですね。
P0000191541	（途中で）を付け足してもいいでしょう。	
P0000191542	多分、仕事を辞めるかもしれません。なぜなら、自分の能力の限界を感じたからです。 
P0000191542	「辞める」は
P0000191542	を使えばいいでしょう。「限界を感じる」の表現の仕方にも注目。	
P0000191543	あの番組はやらせにきまってる。 
P0000191543	とは「ねつ造、偽造する」ことです。	
P0000191544	コンピュータの世界は、次から次へと新しい物がでて、ついていくのが大変だよ！でも、またそこが、やり がいがあるけどね。 
P0000191544	ここでは「やりがい」を
P0000191544	「価値がある」、
P0000191544	「満足を与えてくれる」を使って表現しています。
P0000191544	の使い方にも注目！	
P0000191545	なんか今の仕事ってやりがいがない。 
P0000191545	「やりがいがない」は
P0000191545	「かいがない、価値がない」、
P0000191545	「てごたえがない、やりがいがない」を使えばいいでしょう。	
P0000191546	やりくり算段する。 
P0000191546	「やりくり」ですぐに思い浮かぶのが
P0000191546	ですね。これと
P0000191546	「帳尻を合わせる」を組み合わせればいいのです。
P0000191546	は「何とかやっていく」の意。	
P0000191547	この給料で毎月やりくりするのは大変だ。 
P0000191547	で「かろうじて生計を立てる」の意味になります。
P0000191547	は「収支を合わせる」の意。	
P0000191548	スノーボードやり過ぎて、足がパンパンだ。年だなぁ。 
P0000191548	「やり過ぎ」は
P0000191548	を使って表現すればいいでしょう。
P0000191548	は「堅い、硬直した」の意。	
P0000191549	教育熱心なのもいいけど、あんまりやりすぎるとかえって子供のためにならないかも。 
P0000191549	「やりすぎる」は
P0000191549	を使えば簡単に表現できます。また、２番目の文では、
P0000191549	「とりつかれる」を使っています。	
P0000191550	やりたい放題することを「自由」ととり違えている人がいる。 
P0000191550	（思うままに滅茶苦茶やる）で「やりたい放題」を表現しています。
P0000191550	は「浮かれ騒ぎ」の意。	
P0000191551	アメリカに行ってから、やりたいものを見つけるのでも遅くはないかな。本当に見つけられるか不安だけど。 
P0000191551	で「自分がやりたい何か」の意味になります。
P0000191551	（動名詞）を主語にしている点に注意。	
P0000191552	子供には自分のやりたいようにさせたい。もちろん 間違った事をした時は、注意するけどね。 
P0000191552	「やりたいようにさせる」は
P0000191552	と
P0000191552	「何でも」を組み合わせて表現できます。	
P0000191553	この遣り場なき怒りをどこにぶつければいいのか？ 
P0000191553	のはけ口を見つける」、
P0000191553	「怒りを置く場所」の意。	
P0000191554	やる気は十分にあるんだけど、なかなか実行できないのが現実なのよ。 
P0000191554	「やる気」は
P0000191554	「モーティベーション」、あるいは、その動詞形
P0000191554	を使って表現すればいいでしょう。	
P0000191555	やる気がないやつは、このチームには必要ない。 
P0000191555	で「やる気がない」、
P0000191555	は「やる気に欠ける」の意味。	
P0000191556	どこどこの英会話学校がいいとか悪いとかよく聞くけど、結局はその人のやる気次第だと思う。どこも、似たり寄ったりよ。 
P0000191556	で「結局、結果は努力次第」の意味。
P0000191556	は
P0000191556	と書き換えてもいいでしょう。	
P0000191557	今日は、朝からやる気十分だね。何かいいことあったのかな。 
P0000191557	「やる気がある」は
P0000191557	で表現します。
P0000191557	「やる気満々の」。	
P0000191558	一回り下の結婚相手見つけるなんて、彼女もやるじゃない。 
P0000191558	「やるじゃない」は
P0000191558	「かなりうまくやる」、
P0000191558	「悪くない」で表現できます。	
P0000191559	今日やれるところまでやってしまおう！ 
P0000191559	は「進歩、前進」の意味。
P0000191559	「できるところまで進む」の意味。	
P0000191560	いつも宿題は金曜日の夜にやろうと思っているのですが、結局土曜日の朝に急いでやることが多いです。 
P0000191560	で「やろうと思う」のニュアンスを表現しています。
P0000191560	（…するつもり）を使ってもいいでしょう。	
P0000191561	ほんと、やんちゃな子供ね。 
P0000191561	は「いたずらな」、
P0000191561	は「腕白、いたずらっ子」の意味。	
P0000191562	夏になると、幽霊物の番組が多くなるので憂鬱だ。 
P0000191562	で
P0000191562	を暗い気分にする」の意味になります。
P0000191562	「憂鬱」。	
P0000191563	海外旅行するたびに、現地で美容院に行ってみようと思うのだけど、いざとなると勇気が無くてなかなかね。 
P0000191563	「勇気」は
P0000191563	ですね。
P0000191563	は「おじけづく」の意。	
P0000191564	誰もいない店に入るのってちょっと勇気いると思わない？ 
P0000191564	で「…するには勇気がいる」の意味になります。	
P0000191565	その新聞への投書を読んで勇気づけられた。 
P0000191565	は「励みになる、元気づける」、
P0000191565	は「…で励まされる」の意味です。	
P0000191566	来週の金曜日に有休を取ります。 
P0000191566	「有給休暇」は
P0000191566	と言います。	
P0000191567	彼は勇気を出して憧れの彼女をデートに誘った。 
P0000191567	で
P0000191567	する勇気を奮い起こす」の意味になります。
P0000191567	にのぼせる、いかれる」。	
P0000191568	うちらが払っている税金がそんな事に使われているの？もっと、有効に使って欲しいよ。 
P0000191568	この場合の「有効」は
P0000191568	「効果的」、
P0000191568	「有益な」でいいでしょう。	
P0000191569	近鉄バファローズの優勝記念セールには、初日だけでも、ものすごい人々が押し寄せた。 
P0000191569	「優勝記念セール」は 
P0000191569	でいいでしょう。
P0000191569	は「群衆、集団」の意。	
P0000191570	あの選手は、優勝候補の筆頭です。 
P0000191570	で「…を勝ち取ると支持されている（有力だと思われている）」の意味。	
P0000191571	君は相変わらず優柔不断だな。 
P0000191571	は「煮え切らない、決断力のない」という意味。	
P0000191572	朝御飯を食べないと言うよりは、時間がない。食べる時間があったら、寝る方を優先させるね。 
P0000191572	「優先する」は
P0000191572	を使えばいいでしょう。
P0000191572	というよりはむしろ
P0000191572	だ」の構文にも注意。	
P0000191573	仕事より家庭を優先している環境が気に入りました。 
P0000191573	「優先する」は
P0000191573	「優先」、あるいは、
P0000191573	～（…を～より前に置く）を使って表現すればいいでしょう。	
P0000191574	会員になれば、優先的に予約が取れるらしいよ。 
P0000191574	で「優先権を得る/持つ」の意味になります。	
P0000191575	私は幽体離脱したことがあるんです！ 
P0000191575	で「幽体離脱の経験」という意味になります。	
P0000191576	あいつは本当に融通が利かない。 
P0000191576	「堅苦しい」、
P0000191576	「柔軟でない」、
P0000191576	「扱いにくい」の意。	
P0000191577	彼女の答えは、優等生的で、面白みに欠けていた。 
P0000191577	とは「教科書から取ってきた」の意味。
P0000191577	「（機械的に）繰り返す」。	
P0000191578	やっぱり、スピードスケートの競技って、小柄なほど風の抵抗が少なくなるから有利なのかな。 
P0000191578	「有利」は
P0000191578	でいいでしょう。
P0000191578	「小柄」も一緒に覚えておくといいでしょう。	
P0000191579	彼らは、コンピュータエンジニアを欲しがっている。ってことは、それ関係の仕事をしている私は、その点 （面接で）他の人より有利かもしれない。 
P0000191579	「有利である」を
P0000191579	に一歩先んじている」を使って表現しています。
P0000191579	も使えます。	
P0000191580	このパンフレットは有料ですか、それとも無料ですか？ 
P0000191580	「有料」は 
P0000191580	（料金）を使って表現すればいいでしょう。	
P0000191581	どちらの小説もとてもよく書けているので、優劣がつけ難い。 
P0000191581	は「どちらか一つを選ぶのは難しい」の意味。
P0000191581	を使ってもいいですね。	
P0000191582	家で勉強しようと思っても、テレビとか誘惑するものが多くて続かないんだよね。 
P0000191582	は「心をそそる」、
P0000191582	は「注意をそらすもの」の意味になります。	
P0000191583	一連の放火は愉快犯の仕業だった。 
P0000191583	で「面白半分に」の意味になります。
P0000191583	は「放火」の意。	
P0000191584	ちょうどいい湯加減だね。これでお酒があれば言うこと無し。 
P0000191584	で「いい湯加減」の意味になります。
P0000191584	「ぴったりの温度」。	
P0000191585	この浴衣、もう一つ上のサイズと換えてもらえますか。 
P0000191585	「浴衣」は
P0000191585	と言えばいいでしょう。「浴衣」を説明するなら、次のように言います。
P0000191586	家を選ぶ時は、子供のことも考えて、学校、公園等の施設が近くにあるかどうかも重視します。床暖房なんかがあればなおよし。 
P0000191586	「床暖房」は
P0000191586	と言います。「なおよし」の表現の仕方にも注目。	
P0000191587	ここから出ているバスは、東京駅行きのみですか？ 
P0000191587	行き」は
P0000191587	、あるいは、
P0000191587	で表現します。	
P0000191588	道路に雪が積もっているので、雪かきをしないと。 
P0000191588	は「シャベルですくってどかす」の後に
P0000191588	を続ければ「雪かきする」ことになります。	
P0000191589	山々は一面の雪景色できれいですよ。 
P0000191589	ここでは「雪景色」を
P0000191589	で表現しています。	
P0000191590	やっぱり北海道は雪質が全然違いますか？ 
P0000191590	「雪質」は
P0000191590	と
P0000191590	を使うことで表現できます。	
P0000191591	たまには雪見酒もいいもんだ。 
P0000191591	で「雪景色を見ながらお酒を飲む」という意味になります。	
P0000191592	輸血ミスしただけで死んじゃうんだね。も、病院も信用できないな。恐い恐い。 
P0000191592	「輸血」は 
P0000191592	と言います。
P0000191592	は「…を信頼する」の意。	
P0000191593	座席を譲り合う老夫婦。 
P0000191593	「座席を譲り合う」をここでは
P0000191593	「相手に座るように申し出る」で表現しています。	
P0000191594	その金額ではこの品は譲れませんね。話になりませんよ。 
P0000191594	この場合の
P0000191594	は「売りに出す」という意味になります。「話にならない」の表現の仕方にも注目。	
P0000191595	彼は、テレビを買うにあたってサイズは小さいので妥協したけど、フラットスクリーンだけは譲れないらしい。 
P0000191595	この場合の 
P0000191595	は「意見を変える」という意味です。
P0000191595	（あきらめない）で「譲れない」を表現してもいいでしょう。	
P0000191596	お金をかけなくても生活を豊かにすることはできると思うよ。 
P0000191596	には「豊かにする」という意味があります。	
P0000191597	冬は足が冷えて寝つけないので 、子どものころから湯たんぽを入れて寝ています。 
P0000191597	が「湯たんぽ」に当たる表現です。	
P0000191598	なんてやつだ。油断も隙もありゃしない。 
P0000191598	の文字通りの意味は「彼がそばにいる時には、注意し過ぎてもし過ぎることはない」です。	
P0000191599	ゆっくりしていって下さい。 
P0000191599	で「腰を下ろしてくつろぐ」の意味になります。	
P0000191600	今回は時間がなくてあまりじっくり見れなかったので、次回はゆっくり見てまわりたい。 
P0000191600	で「（ゆっくり）時間を掛けて（取って）」の意味。
P0000191600	「ゆっくりとしたペースで」。	
P0000191601	今日一日ゆっくりしていたら、大丈夫だと思うので。ほんと心配かけてすみません。 
P0000191601	で「１日ゆっくり過ごす」の意味。	
P0000191602	今シーズンは、お疲れさまでした。オフは、ゆっくりと休んでね。 
P0000191602	「ゆっくりと」は
P0000191602	「時間をとって」で表現すればいいでしょう。	
P0000191603	今月は残業続きなので、ゆっくり休める時間が欲しい。 
P0000191603	で「十分な休養を取る」の意味になります。	
P0000191604	このスパゲッティゆですぎで、全然おいしくない。 
P0000191604	「ゆで過ぎ」は
P0000191604	と言います。
P0000191604	でも同じことが言えますね。	
P0000191605	新車に買い換えるゆとりなどまったくない。 
P0000191605	で
P0000191605	する立場にはない」の意味になります。	
P0000191606	ゆっくり本読んだり、テレビを見たりできる、ゆとりのある生活がしたいです。 
P0000191606	ここでは「ゆとり」を 
P0000191606	で表現しています。
P0000191606	は「寝転がって丸くなる」の意。	
P0000191607	俺、指が太いから、小さなキーボードじゃだめなんだよ。 
P0000191607	は「（体や顔が）丸ぽちゃの」の意味ですが、指にも使えます。	
P0000191608	指切りげんまん、嘘ついたら針千本飲ます。 
P0000191608	「胸に誓う（十字を切る）」、
P0000191608	「死んでもいい」の組み合わせれば「指切りげんまん... 
P0000191608	に近い意味になるでしょう。
P0000191608	「突き刺す」。	
P0000191609	気になるから指を（ポキポキ）鳴らすの止めてよ。 
P0000191609	が「（ポキポキ）鳴らす」に当たる動詞です。
P0000191609	でも同じような意味になります。	
P0000191610	指をポキポキ鳴らすの止めてくれないかな。気になちゃって集中できないよ。 
P0000191610	が「指をポキポキ鳴らす」に当たる言い回しです。
P0000191610	「集中」。	
P0000191611	おやすみ、いい夢見ろよ 
P0000191611	「いい夢を見る」には
P0000191611	という決まった言い方があります。
P0000191611	「ぐっずり（副詞）」。	
P0000191612	将来、アメリカの大学院に留学しようと思っています。その夢の実現に向けて、今は、働きながら一生懸命に勉強しています。 
P0000191612	で「夢を現実のものとする」という意味になります。	
P0000191613	アメリカに留学することを夢のままで終わらせたくない。 
P0000191613	で「夢のままで終わらせる」の意味になります。この
P0000191613	は省略しても構いません。	
P0000191614	すっごく不思議なんだけどよく同じ夢を見るんだ。でも、実際には行った事がない場所なの。 
P0000191614	は「繰り返される」の意。これを用いて
P0000191614	で「同じような夢を見る」を表現しています。	
P0000191615	煙が煙突からユラユラ立ち上っている 
P0000191615	は「曲がりくねって行く」、
P0000191615	は「ゆっくりと流れるように上がって行く」の意味。	
P0000191616	このズボン、腰の周りが少しゆるい。 
P0000191616	は「ゆるい、だぶだぶの」という意味。	
P0000191617	親も私が流暢に英語を話しているのを見れば安心して海外生活を許してくれるだろう。 
P0000191617	この場合の「許す」は
P0000191617	「相手の思ったようにさせる」を使えばいいでしょう。	
P0000191618	みんな並んでいるのに、列の途中で割り込みをするなんて許せない。 
P0000191618	「列に割り込む」は
P0000191618	と言います。
P0000191618	「許し難い」。	
P0000191619	離陸してから５時間ぐらいたったときにしばらく揺れが続いた。 
P0000191619	この場合の「揺れる」は 
P0000191619	で表現できます。	
P0000191620	なんでまた、リストラと汚職に揺れるそんな会社に就職するんだい。 
P0000191620	は「ぐらつく、よろめく」という意味です。
P0000191620	「苦悩」、
P0000191620	「不安定な」。	
P0000191621	夜遊びもほどほどにしないと。何？かみさんが怖くて帰れない？そりゃ気の毒だ。 
P0000191621	ここでは「夜遊び」を
P0000191621	「夜出掛ける」、
P0000191621	「仕事の後で酒を飲み回る（はしご酒）」で言い換えています。	
P0000191622	酔いつぶれるまで飲むなんて、会社で嫌なことがあったんだろうな。 
P0000191622	で「酔いつぶれる」の意味になります。
P0000191622	は「意識を失う」の意。	
P0000191623	これらのサンダルは女性用(男性用）ですか？ 
P0000191623	「～用」は
P0000191623	「～のため」を使って表現できます。	
P0000191624	虫がすごいからスプレー用意して来たの。 
P0000191624	「用意してきた」は
P0000191624	（持ってくる）、あるいは、
P0000191624	（…を準備する）で表現できます。	
P0000191625	リスクの高い証券は、その代償としてより高い収益を要求する。 
P0000191625	「要求する」は
P0000191625	で表現します。
P0000191625	（代償）。	
P0000191626	蜂が容赦なく襲ってきた。 
P0000191626	「容赦なく」は
P0000191626	「情け容赦なく」でいいでしょう。	
P0000191627	さっき電話もらったようだけど、何か用事だったの？ 
P0000191627	ここでは「用事」を
P0000191627	（…な何かがあるのかな）で表現しています。	
P0000191628	幼児虐待の問題が新聞やテレビでさかんに取り上げられている。 
P0000191628	「幼児虐待」は
P0000191628	と言います。	
P0000191629	彼にはむかつくところがあるけど、まだ彼のことをよく知らないから、少し様子を見ようと思う。 
P0000191629	で「これからどうなるか見るために、今はこのままにしておく」という意味。
P0000191629	は「判断を保留する」という意。	
P0000191630	君たちの発想はあまりに幼稚だ。 
P0000191630	は「幼い」、
P0000191630	は「子どもじみた」という意味。	
P0000191631	最近、腰痛がひどくて同じ姿勢で長い間座っていられないんだ。 
P0000191631	「腰痛」には
P0000191631	という言い方がありますが、ここでは
P0000191631	を使っています。	
P0000191632	だめだなぁ、もっと商品が売れるような宣伝文句考えてくれなくちゃ。 
P0000191632	ここでは「ような」を 
P0000191632	（…の種類の）を使って表現しています。
P0000191632	でもいいでしょう。	
P0000191633	彼ってズル賢いのよ。親に見えないように私に意地悪するの。 
P0000191633	で「両親に気づかれないようにして」の意味になります。
P0000191633	は「ずるい」、
P0000191633	は「卑怯な」の意。	
P0000191634	うちの学校の給食って曜日によってメインメニューが決まってたんだ。月曜日は麺類、火曜日は、パンとか。 
P0000191634	「曜日」は
P0000191634	ですね。
P0000191634	「（食事などを）出す」。	
P0000191635	待ち合わせの時間と曜日を間違えて伝えてしまったのかと心配してました。 
P0000191635	「時間と曜日」は 
P0000191635	で表現します。
P0000191635	は「…することになっている」の意。	
P0000191636	今日何曜日なの？忙しくて、まるで曜日の感覚がなくなっちゃったよ。 
P0000191636	「感覚がない」をここでは
P0000191636	を忘れる」を使って言い換えています。	
P0000191637	このスカートには上はどんな洋服を合わせるといいですか？ 
P0000191637	「（洋服に）合う」は
