V0000345781	中止？私は何も聞いてないぞ。 
V0000351043	かごしまです。 
V0000351044	わたしのふるさと！かごしま！いいところですよ。	
V0000351045	わたしのふるさと！かごしま！いいところですよ。 
V0000351046	おんせんにいきたいです。おすすめ、ありますか。	
V0000351047	おんせんにいきたいです。おすすめ、ありますか。 
V0000351048	いぶすきおんせんはゆうめいですよ。	
V0000351049	いぶすきおんせんはゆうめいですよ。 
V0000351050	いいですね。わたしもかごしまにかえりたい。	
V0000351051	いいですね。わたしもかごしまにかえりたい。 
V0000351052	また
V0000351053	けいさつ
V0000351054	おまたせしました
V0000351055	おまちください
V0000351056	もういちど
V0000351057	ようけん
V0000351058	まで
V0000351059	はい、イノベイティブ・デザインです。	
V0000351060	はい、イノベイティブ・デザインです。 
P0000150349	かごしまけいさつですが、
P0000150349	さんはいますか。	
P0000150350	かごしまけいさつですが、
P0000150350	さんはいますか。 
V0000351061	ですか？しょうしょうおまちください。	
V0000351062	ですか？しょうしょうおまちください。 
P0000150351	おまたせしました。
P0000150351	は木よう日までやすみです。	
P0000150352	おまたせしました。
P0000150352	は木よう日までやすみです。 
V0000351063	すみませんが、もういちど、おなまえをおねがいします。	
V0000351064	すみませんが、もういちど、おなまえをおねがいします。 
V0000351065	かごしまけいさつの金木です。	
V0000351066	かごしまけいさつの金木です。 
V0000351067	けいさつ…。ごようけんは？	
V0000351068	けいさつ…。ごようけんは？ 
V0000351069	だいじょうぶです。また、でんわします。	
V0000351070	だいじょうぶです。また、でんわします。 
V0000351071	はらいます
V0000351072	ぶた
V0000351073	たばこ
V0000351074	カード
V0000351075	二人
V0000351076	さいふ
V0000351077	きんえん
V0000351078	二つ
V0000351079	生ビール
V0000351080	いらっしゃいませ。何めいさまですか。	
V0000351081	いらっしゃいませ。何めいさまですか。 
V0000351082	二人です。	
V0000351083	二人です。 
V0000351084	おたばこは。	
V0000351085	おたばこは。 
V0000351086	すいません。きんえんせき、おねがいします。	
V0000351087	すいません。きんえんせき、おねがいします。 
V0000351088	こちらにどうぞ。	
V0000351089	こちらにどうぞ。 
V0000351090	生ビールをふたつ。それから・・・ぶたのしゃぶしゃぶコースをふたつ、おねがいします。	
V0000351091	生ビールをふたつ。それから・・・ぶたのしゃぶしゃぶコースをふたつ、おねがいします。 
V0000351092	生ビール、ふたつと、ぶたのしゃぶしゃぶコース、ふたつですね。しょうしょうおまちください。	
V0000351093	生ビール、ふたつと、ぶたのしゃぶしゃぶコース、ふたつですね。しょうしょうおまちください。 
V0000351094	おかいけい、20000円です。	
V0000351095	おかいけい、20000円です。 
V0000351096	カードではらいます。あれ？さいふ・・・。さいふが・・・。	
V0000351097	カードではらいます。あれ？さいふ・・・。さいふが・・・。 
V0000351098	おとします
V0000351099	たんじょう日
V0000351100	せいねんがっぴ
V0000351101	せいれき
V0000351102	オペレーター
V0000351103	いつ
V0000351104	ピサカードです。	
V0000351105	ピサカードです。 
V0000351106	カードをおとしました。	
V0000351107	カードをおとしました。 
V0000351108	おなまえをおねがいします。	
V0000351109	おなまえをおねがいします。 
V0000351110	です。	
V0000351111	です。 
V0000351112	せいねんがっぴをおねがいします。	
V0000351113	せいねんがっぴをおねがいします。 
V0000351114	せいねん…？	
V0000351115	せいねん…？ 
V0000351116	たんじょう日はいつですか。せいれきからおねがいします。	
V0000351117	たんじょう日はいつですか。せいれきからおねがいします。 
V0000351118	１０月…。すみません、えいごのオペレーター、いますか。	
V0000351119	１０月…。すみません、えいごのオペレーター、いますか。 
V0000351120	でんわ
V0000351121	れんらく
V0000351122	さいあく
V0000351123	どうぞ
V0000351124	おみやげ
V0000351125	たいへん
V0000351126	とても
V0000351127	かごしまに行きました。おみやげです。どうぞ。
V0000351128	かごしまに行きました。おみやげです。どうぞ。
V0000351129	ありがとうございます。りょこうはたのしかったですか。	
V0000351130	ありがとうございます。りょこうはたのしかったですか。 
V0000351131	さいあくでした。さいふをおとしました。	
V0000351132	さいあくでした。さいふをおとしました。 
V0000351133	えー？！たいへんでしたね。	
V0000351134	えー？！たいへんでしたね。 
V0000351135	はい。とても高いさいふでした。
V0000351136	はい。とても高いさいふでした。
V0000351137	けいさつにれんらくしましたか。	
V0000351138	けいさつにれんらくしましたか。 
V0000351139	けいさつ？いいえ。	
V0000351140	けいさつ？いいえ。 
V0000351141	さん、かごしまけいさつから、でんわです。	
V0000351142	さん、かごしまけいさつから、でんわです。 
V0000351143	だから
V0000351144	うれしい
V0000351145	休み
V0000351146	また
V0000351147	わかりました
V0000351148	ふくおか
V0000351149	そうですか。しりませんでした。	
V0000351150	そうですか。しりませんでした。 
V0000351151	…はい、わかりました。…ありがとうございました。	
V0000351152	…はい、わかりました。…ありがとうございました。 
V0000351153	うれしそうですね。	
V0000351154	うれしそうですね。 
V0000351155	はい。おさいふがありました。	
V0000351156	はい。おさいふがありました。 
V0000351157	よかったですね。	
V0000351158	よかったですね。 
V0000351159	はい。でも、ふくおかにあります。	
V0000351160	はい。でも、ふくおかにあります。 
V0000351161	ふくおか…。	
V0000351162	ふくおか…。 
V0000351163	だから、またふくおかに行きます。	
V0000351164	だから、またふくおかに行きます。 
V0000351165	ぶちょう、お休みをください。	
V0000351166	ぶちょう、お休みをください。 
V0000351167	また？	
V0000351168	また？ 
V0000351169	もう
V0000351170	しずか
V0000351171	どちらさまですか。
V0000351172	ごうしつ
V0000351173	すみませんが、
V0000351174	たのしい
V0000351175	パーティー
V0000351176	はい。どちらさまですか。	
V0000351177	はい。どちらさまですか。 
V0000351178	４０２ごうしつの林です。こんばんは。	
V0000351179	４０２ごうしつの林です。こんばんは。 
V0000351180	こんばんは。おひさしぶりです。	
V0000351181	こんばんは。おひさしぶりです。 
V0000351182	たのしそうですね。パーティーですか。	
V0000351183	たのしそうですね。パーティーですか。 
V0000351184	はい。	
V0000351185	はい。 
V0000351186	すみませんが、しずかにおねがいします。もう、１２じですから。	
V0000351187	すみませんが、しずかにおねがいします。もう、１２じですから。 
V0000351188	すみません。	
V0000351189	すみません。 
V0000351190	しゅうり
V0000351191	ひつよう
V0000351192	止まります
V0000351193	もしもし
V0000351194	すぐ
V0000351195	トイレ
V0000351196	ながれます
V0000351197	こわれます
V0000351198	もしもし、４０１ごうしつのエミリー・マーティンですが、 トイレがこわれました。	
V0000351199	もしもし、４０１ごうしつのエミリー・マーティンですが、 トイレがこわれました。 
V0000351200	水がながれませんか？	
V0000351201	水がながれませんか？ 
V0000351202	いいえ、水が止まりません。	
V0000351203	いいえ、水が止まりません。 
V0000351204	ええ！？すぐ、行きます！	
V0000351205	ええ！？すぐ、行きます！ 
V0000351206	水が止まりました。でも、しゅうりがひつようですね。	
V0000351207	水が止まりました。でも、しゅうりがひつようですね。 
V0000351208	あした、しゅうりやにでんわしますね。	
V0000351209	あした、しゅうりやにでんわしますね。 
V0000351210	おねがいします。	
V0000351211	おねがいします。 
V0000351212	しつれいします。
V0000351213	ばんごう
V0000351214	でんわ
V0000351215	よろしくおねがいします
V0000351216	でんわばんごう
V0000351217	では
V0000351218	もしもし、イノベーティブリペアの木山です。	
V0000351219	もしもし、イノベーティブリペアの木山です。 
V0000351220	トイレのしゅうりのことで、でんわしました。	
V0000351221	トイレのしゅうりのことで、でんわしました。 
V0000351222	すみませんが、あとで、でんわをおねがいします。	
V0000351223	すみませんが、あとで、でんわをおねがいします。 
V0000351224	でんわばんごうは、89-1234-567です。	
V0000351225	でんわばんごうは、89-1234-567です。 
V0000351226	何時
V0000351227	きょう
V0000351228	に
V0000351229	あした
V0000351230	うーん
V0000351231	だいじょうぶ
V0000351232	いい
V0000351233	イノベーティブリペア、木山です。	
V0000351234	イノベーティブリペア、木山です。 
V0000351235	ですが、トイレのしゅうりのことで、でんわしました。	
V0000351236	ですが、トイレのしゅうりのことで、でんわしました。 
P0000150353	ああ、
P0000150353	さん、こんにちは。	
P0000150354	ああ、
P0000150354	さん、こんにちは。 
V0000351237	きょう、トイレのしゅうりに行きますが、だいじょうぶですか。	
V0000351238	きょう、トイレのしゅうりに行きますが、だいじょうぶですか。 
V0000351239	うーん。あしたがいいです。	
V0000351240	うーん。あしたがいいです。 
V0000351241	何時がいいですか。	
V0000351242	何時がいいですか。 
V0000351243	三時がいいです。	
V0000351244	三時がいいです。 
V0000351245	じゃ、あした、三時に行きます。	
V0000351246	じゃ、あした、三時に行きます。 
V0000351247	化け物
V0000351248	垢舐め
V0000351249	恐ろしい
V0000351250	唾
V0000351251	重い病気
V0000351252	かかる
V0000351253	軽い病気
V0000351254	ねえちゃん、日本の中で一番怖い化け物は何？	
V0000351255	ねえちゃん、日本の中で一番怖い化け物は何？ 
V0000351256	簡単だよ。垢舐めだよ。	
V0000351257	簡単だよ。垢舐めだよ。 
V0000351258	垢舐めってどういう化け物？	
V0000351259	垢舐めってどういう化け物？ 
V0000351260	恐ろしい化け物だよ。お風呂が汚くなると垢舐めが出てくる。あいつは汚いものを食べるんだ。	
V0000351261	恐ろしい化け物だよ。お風呂が汚くなると垢舐めが出てくる。あいつは汚いものを食べるんだ。 
V0000351262	いいんじゃない？掃除しなくていいから！	
V0000351263	いいんじゃない？掃除しなくていいから！ 
V0000351264	そう思うでしょう。でも違うよ。あいつの唾には毒が入っていて、	
V0000351265	そう思うでしょう。でも違うよ。あいつの唾には毒が入っていて、 
V0000351266	怖い。	
V0000351267	怖い。 
V0000351268	そして、私たちのお風呂は汚いね。超汚い！	
V0000351269	そして、私たちのお風呂は汚いね。超汚い！ 
V0000351270	僕がきれいにする！	
V0000351271	僕がきれいにする！ 
V0000351272	（お姉さんに対して）ちゃんとお風呂きれいにした？	
V0000351273	（お姉さんに対して）ちゃんとお風呂きれいにした？ 
V0000351274	今よしがやってる。	
V0000351275	今よしがやってる。 
V0000351276	よしが？おまえがやれっていっただろう。なんでよしがやってるんだ？	
V0000351277	よしが？おまえがやれっていっただろう。なんでよしがやってるんだ？ 
V0000351278	彼がやりたいって。	
V0000351279	彼がやりたいって。 
V0000351280	よし、本当にやりたいのか？	
V0000351281	よし、本当にやりたいのか？ 
V0000351282	怖いよ！早く掃除しないと。	
V0000351283	怖いよ！早く掃除しないと。 
V0000351284	わかった。やりなさい。彼はいい子だな。	
V0000351285	わかった。やりなさい。彼はいい子だな。 
V0000351286	冬
V0000351287	夏のボーナス
V0000351288	寿命
V0000351289	増える
V0000351290	減る
V0000351291	万円
V0000351292	平均
V0000351293	ボーナス
V0000351294	余裕
V0000351295	四国
V0000351296	貰う
V0000351297	冬のボーナス
V0000351298	来月は冬のボーナスを貰う。	
V0000351299	来月は冬のボーナスを貰う。 
V0000351300	こっちも！来月をとても楽しみにしてる。ところで、まだ四国旅行へ行くつもり？	
V0000351301	こっちも！来月をとても楽しみにしてる。ところで、まだ四国旅行へ行くつもり？ 
V0000351302	うん、そう、そう！去年会社の冬のボーナスは平均６７万５千円だった。	
V0000351303	うん、そう、そう！去年会社の冬のボーナスは平均６７万５千円だった。 
V0000351304	今年はまた増えるから、お金は余裕がある。	
V0000351305	今年はまた増えるから、お金は余裕がある。 
V0000351306	薔薇の木
V0000351307	象徴
V0000351308	枯れる
V0000351309	復活
V0000351310	僕があげた薔薇の木はどこ？	
V0000351311	僕があげた薔薇の木はどこ？ 
V0000351312	こっち。	
V0000351313	こっち。 
V0000351314	ひどい！！死にそう！これは僕らの愛の象徴だよ。	
V0000351315	ひどい！！死にそう！これは僕らの愛の象徴だよ。 
V0000351316	僕らの愛も死にそう？	
V0000351317	僕らの愛も死にそう？ 
V0000351318	冬だから花も愛も枯れるのよ。	
V0000351319	冬だから花も愛も枯れるのよ。 
V0000351320	じゃ、春には復活するんだね。	
V0000351321	じゃ、春には復活するんだね。 
V0000351322	おかしい
V0000351323	約束
V0000351324	ちょうど
V0000351325	点く
V0000351326	折角
V0000351327	誕生日
V0000351328	はい、ここです。(ベルがなる音)	
V0000351329	はい、ここです。(ベルがなる音) 
V0000351330	おかしいな。何で出ないのかなあ？	
V0000351331	おかしいな。何で出ないのかなあ？ 
V0000351332	何時の約束？	
V0000351333	何時の約束？ 
V0000351334	８時。	
V0000351335	８時。 
V0000351336	今は？	
V0000351337	今は？ 
V0000351338	ちょうど８時。おかしいなあ。	
V0000351339	ちょうど８時。おかしいなあ。 
V0000351340	電気もついていないし、彼はいなさそうだ。	
V0000351341	電気もついていないし、彼はいなさそうだ。 
V0000351342	彼の車もなさそう。彼はどうしたんだろう。	
V0000351343	彼の車もなさそう。彼はどうしたんだろう。 
V0000351344	せっかく君の誕生日なのにね。	
V0000351345	せっかく君の誕生日なのにね。 
V0000351346	結婚
V0000351347	記念日
V0000351348	新婚旅行
V0000351349	出発日
V0000351350	切符
V0000351351	枚
V0000351352	可能
V0000351353	再来週
V0000351354	いらっしゃいませ。	
V0000351355	いらっしゃいませ。 
V0000351356	来月私の結婚５０年記念日で。妻と一緒に新婚旅行と同じところへもう一度行きたいんです。	
V0000351357	来月私の結婚５０年記念日で。妻と一緒に新婚旅行と同じところへもう一度行きたいんです。 
V0000351358	おめでとうございます。どちらのほうへ？出発日はいつでしょうか。	
V0000351359	おめでとうございます。どちらのほうへ？出発日はいつでしょうか。 
V0000351360	グアムへ。出発日は来週の月曜日でお願いします。	
V0000351361	グアムへ。出発日は来週の月曜日でお願いします。 
V0000351362	少々お待ちください。申し訳ございません。その日は切符が一枚しかございません。	
V0000351363	少々お待ちください。申し訳ございません。その日は切符が一枚しかございません。 
V0000351364	火曜日は？	
V0000351365	火曜日は？ 
V0000351366	申し訳ございません。その日は切符が一枚もございません。	
V0000351367	申し訳ございません。その日は切符が一枚もございません。 
V0000351368	水曜日は？	
V0000351369	水曜日は？ 
V0000351370	信じられません。また、切符が一枚しかございません。	
V0000351371	信じられません。また、切符が一枚しかございません。 
V0000351372	行ける日はいつですか。	
V0000351373	行ける日はいつですか。 
V0000351374	少々お待ちください。再来週の月曜日はあいています。	
V0000351375	少々お待ちください。再来週の月曜日はあいています。 
V0000351376	お願いします。	
V0000351377	お願いします。 
V0000351378	神戸
V0000351379	神戸ルミナリエ
V0000351380	きらきら
V0000351381	雰囲気
V0000351382	何よりも
V0000351383	おしゃれ
V0000351384	まるで
V0000351385	銀座
V0000351386	とても不満
V0000351387	先週末神戸へ行ってきました。	
V0000351388	先週末神戸へ行ってきました。 
V0000351389	神戸ですか。	
V0000351390	神戸ですか。 
V0000351391	そうですよ。神戸ルミナリエって聞いたことありますか。	
V0000351392	そうですよ。神戸ルミナリエって聞いたことありますか。 
V0000351393	ええ、見てきましたか。	
V0000351394	ええ、見てきましたか。 
V0000351395	見てきましたよ。	
V0000351396	見てきましたよ。 
V0000351397	いいな～。ええ、どうでしたか。	
V0000351398	いいな～。ええ、どうでしたか。 
V0000351399	最高でした。何よりも、夜の街の雰囲気は一番よかったです。道のライトがきらきら光っていて、おしゃれな人が多くて、	
V0000351400	最高でした。何よりも、夜の街の雰囲気は一番よかったです。道のライトがきらきら光っていて、おしゃれな人が多くて、 
V0000351401	あの、先週末彼女と銀座へ行ってきましたが、雰囲気はちょっとちがいますね。	
V0000351402	あの、先週末彼女と銀座へ行ってきましたが、雰囲気はちょっとちがいますね。 
V0000351403	そうですね。	
V0000351404	そうですね。 
V0000351405	泥棒
V0000351406	お先にどうぞ
V0000351407	レディーファースト
V0000351408	誕生日
V0000351409	びっくりパーティー
V0000351410	秘密
V0000351411	大成功
V0000351412	あれ！誰もいなさそうだけど、ドアが開いている。	
V0000351413	あれ！誰もいなさそうだけど、ドアが開いている。 
V0000351414	開いている？	
V0000351415	開いている？ 
V0000351416	おかしいなあ～。泥棒？	
V0000351417	おかしいなあ～。泥棒？ 
V0000351418	わからない。調べてみよう。	
V0000351419	わからない。調べてみよう。 
V0000351420	危ないかもしれない。	
V0000351421	危ないかもしれない。 
V0000351422	そうだね。じゃ、お先にどうぞ。レディファースト。	
V0000351423	そうだね。じゃ、お先にどうぞ。レディファースト。 
V0000351424	「ドアが開く音」	
V0000351425	ただ今！誰かいるの？警察を呼ぶわよ。	
V0000351426	ただ今！誰かいるの？警察を呼ぶわよ。 
V0000351427	誕生日おめでとうございます！！！	
V0000351428	誕生日おめでとうございます！！！ 
V0000351429	ああ。。。	
V0000351430	ああ。。。 
V0000351431	誕生日おめでとう！	
V0000351432	誕生日おめでとう！ 
V0000351433	誕生日おめでとう！	
V0000351434	誕生日おめでとう！ 
V0000351435	お誕生日おめでとうございます！	
V0000351436	お誕生日おめでとうございます！ 
V0000351437	信じられない！びっくりパーティー、私のために？	
V0000351438	信じられない！びっくりパーティー、私のために？ 
V0000351439	一生懸命秘密にしていたんだよ。	
V0000351440	一生懸命秘密にしていたんだよ。 
V0000351441	大成功。泣きそうになった。本当にありがとう。皆さんありがとう。	
V0000351442	大成功。泣きそうになった。本当にありがとう。皆さんありがとう。 
V0000351443	今年、何歳？	
V0000351444	今年、何歳？ 
V0000351445	うるさい！	
V0000351446	うるさい！ 
V0000351447	ピカピカ
V0000351448	床
V0000351449	鏡
V0000351450	掃除
V0000351451	旦那
V0000351452	専業主夫
V0000351453	コーヒー
V0000351454	ケーキ
V0000351455	羨ましい
V0000351456	お邪魔します！	
V0000351457	お邪魔します！ 
V0000351458	どうぞ。	
V0000351459	どうぞ。 
V0000351460	わ～素敵な家。この家はピカピカね。この床は鏡みたい！どうやって掃除するの？	
V0000351461	わ～素敵な家。この家はピカピカね。この床は鏡みたい！どうやって掃除するの？ 
V0000351462	えっ、そう？気づかなかったわ。	
V0000351463	えっ、そう？気づかなかったわ。 
V0000351464	気づかなかったってどういうこと？	
V0000351465	気づかなかったってどういうこと？ 
V0000351466	私は掃除しないから。	
V0000351467	私は掃除しないから。 
V0000351468	掃除しない？じゃあ誰が掃除するの？	
V0000351469	掃除しない？じゃあ誰が掃除するの？ 
V0000351470	お帰りなさい。	
V0000351471	お帰りなさい。 
V0000351472	只今。金田さん、こちらは私の主人です。	
V0000351473	只今。金田さん、こちらは私の主人です。 
V0000351474	初めまして。金田です。宜しくお願いします。	
V0000351475	初めまして。金田です。宜しくお願いします。 
V0000351476	こちらこそ。宜しくお願いします。	
V0000351477	こちらこそ。宜しくお願いします。 
V0000351478	コーヒー二つね。	
V0000351479	コーヒー二つね。 
V0000351480	はい、はい、わかりました。いまケーキを焼いているところだから後でその手作りケーキも持っていきます。でもとりあえず、コーヒを持っていきますね。	
V0000351481	はい、はい、わかりました。いまケーキを焼いているところだから後でその手作りケーキも持っていきます。でもとりあえず、コーヒを持っていきますね。 
V0000351482	ありがとう。	
V0000351483	ありがとう。 
V0000351484	すみません。	
V0000351485	すみません。 
V0000351486	どうして？いいの？今のは？	
V0000351487	どうして？いいの？今のは？ 
V0000351488	いいのよ。旦那は専業主夫で、なんでも真剣にやるタイプだから。	
V0000351489	いいのよ。旦那は専業主夫で、なんでも真剣にやるタイプだから。 
V0000351490	いいな〜。羨ましいな〜。	
V0000351491	いいな〜。羨ましいな〜。 
V0000351492	年末宝くじ
V0000351493	可能性
V0000351494	やり直せる
V0000351495	もしかしたら
V0000351496	兎に角
V0000351497	億
V0000351498	趣味
V0000351499	将来性
V0000351500	貧乏
V0000351501	ふる
V0000351502	アイディア
V0000351503	聞いた？聞いた？	
V0000351504	聞いた？聞いた？ 
V0000351505	どうしたの？	
V0000351506	どうしたの？ 
V0000351507	山田さんが年末宝くじ当たったらしい！	
V0000351508	山田さんが年末宝くじ当たったらしい！ 
V0000351509	マジで！	
V0000351510	マジで！ 
V0000351511	うん、３億円だよ！！！	
V0000351512	うん、３億円だよ！！！ 
V0000351513	３億円？	
V0000351514	３億円？ 
V0000351515	君たち二人は幸せだよね。ええ。。。どうしたの？すごい顔してるけど。	
V0000351516	君たち二人は幸せだよね。ええ。。。どうしたの？すごい顔してるけど。 
V0000351517	昨日彼女をふった。	
V0000351518	昨日彼女をふった。 
V0000351519	なんだって？	
V0000351520	なんだって？ 
V0000351521	彼女は運が悪くて、貧乏で将来性がないと思って、もうお婆さんだし。服の趣味も悪いし。	
V0000351522	彼女は運が悪くて、貧乏で将来性がないと思って、もうお婆さんだし。服の趣味も悪いし。 
V0000351523	わかった。わかったよ。	
V0000351524	わかった。わかったよ。 
V0000351525	まあ、とにかく、昨日彼女と別れたんだ。しまったな。	
V0000351526	まあ、とにかく、昨日彼女と別れたんだ。しまったな。 
V0000351527	彼女は自分の誕生日と君の誕生日を使ったらしい。もしかしたら。。。やり直せる可能性があるかもしれない。電話してみたら。。。	
V0000351528	彼女は自分の誕生日と君の誕生日を使ったらしい。もしかしたら。。。やり直せる可能性があるかもしれない。電話してみたら。。。 
V0000351529	ああ、それはいいアイディアだ。さっそく電話してみよう。	
V0000351530	ああ、それはいいアイディアだ。さっそく電話してみよう。 
V0000351531	電話番号
V0000351532	後悔
V0000351533	ずっと
V0000351534	っぱなし
V0000351535	芸能人
V0000351536	有名な人
V0000351537	ちょっと
V0000351538	たけさんですか。	
V0000351539	たけさんですか。 
V0000351540	はい、西川たけですが。のりこさんはいますか。	
V0000351541	はい、西川たけですが。のりこさんはいますか。 
V0000351542	またか。のりこさんはいません。	
V0000351543	またか。のりこさんはいません。 
P0000150355	この電話番号は０６０
P0000150355	３４１２ですよね。	
P0000150356	この電話番号は０６０
P0000150356	３４１２ですよね。 
V0000351544	はい、そうです。	
V0000351545	はい、そうです。 
V0000351546	や、僕、のりこさんの前の彼氏なんですが。	
V0000351547	や、僕、のりこさんの前の彼氏なんですが。 
V0000351548	でも、私はのりこさんを知りません。昨日この電話を買ったばっかりです。	
V0000351549	でも、私はのりこさんを知りません。昨日この電話を買ったばっかりです。 
V0000351550	ああ、そうなんですか。	
V0000351551	ああ、そうなんですか。 
V0000351552	とても後悔しています。今日ずっと鳴っています。本当に鳴りっぱなし！のりこさんってどういう人ですか。芸能人ですか。有名な人でしょうか。	
V0000351553	とても後悔しています。今日ずっと鳴っています。本当に鳴りっぱなし！のりこさんってどういう人ですか。芸能人ですか。有名な人でしょうか。 
V0000351554	やあ、ちょっとわからないです。いや、では、どうもありがとうございます。	
V0000351555	やあ、ちょっとわからないです。いや、では、どうもありがとうございます。 
V0000351556	いいえ、どういたしまして。	
V0000351557	いいえ、どういたしまして。 
V0000351558	葉書
V0000351559	本格的
V0000351560	出張
V0000351561	相変わらず
V0000351562	埼玉
V0000351563	返事
V0000351564	ああ、佐々木さんから葉書が来た。	
V0000351565	ああ、佐々木さんから葉書が来た。 
V0000351566	いよいよ本格的な寒さになってまいりました。お元気でお過ごしでしょうか。	
V0000351567	佐々木	
V0000351568	懐かしい
V0000351569	お手紙
V0000351570	実は
V0000351571	ご無沙汰
V0000351572	詳しい
V0000351573	返事が来た。	
V0000351574	返事が来た。 
V0000351575	佐々木さん、ご無沙汰していました。お手紙ありがとうございました。	
V0000351576	佐々木さん、ご無沙汰していました。お手紙ありがとうございました。 
V0000351577	お知らせ
V0000351578	ご婚約
V0000351579	親切
V0000351580	立派
V0000351581	奥様
V0000351582	やっと返事が来た。	
V0000351583	やっと返事が来た。 
V0000351584	春とは名ばかりでまだ厳しい寒さが続いています。しかし、石原さんの良いお知らせを読んだら、心があたたかくなりました。	
V0000351585	季節
V0000351586	確認
V0000351587	出張
V0000351588	複雑
V0000351589	初めて
V0000351590	前回
V0000351591	場所
V0000351592	参る
V0000351593	心配
V0000351594	葉書
V0000351595	青葉
V0000351596	若葉
V0000351597	すがすがしい
V0000351598	方
V0000351599	無事に
V0000351600	訪ねる
V0000351601	宣言
V0000351602	受ける
V0000351603	皮肉
V0000351604	少々
V0000351605	調べる
V0000351606	かしこまりました
V0000351607	申し訳ございません
V0000351608	空いている
V0000351609	7時半発
V0000351610	会計
V0000351611	（電話をかける音）	
P0000150357	はい、
P0000150357	の中谷でございます。	
P0000150358	はい、
P0000150358	の中谷でございます。 
V0000351612	もしもし、すぐハワイへいきたいんですが。	
V0000351613	もしもし、すぐハワイへいきたいんですが。 
V0000351614	はい、かしこまりました。いつがよろしいでしょうか。	
V0000351615	はい、かしこまりました。いつがよろしいでしょうか。 
V0000351616	今日はどうですか。	
V0000351617	今日はどうですか。 
V0000351618	はい、かしこまりました。お調べいたしますので、少々お待ちください。。。	
V0000351619	はい、かしこまりました。お調べいたしますので、少々お待ちください。。。 
V0000351620	明日は？	
V0000351621	明日は？ 
V0000351622	明日はございませんが、明後日一番早い便に席が空いています。	
V0000351623	明日はございませんが、明後日一番早い便に席が空いています。 
V0000351624	お願いします。	
V0000351625	お願いします。 
V0000351626	ありがとうございました。帰りの日はいつでしょうか。	
V0000351627	ありがとうございました。帰りの日はいつでしょうか。 
V0000351628	いつでもいいです。	
V0000351629	いつでもいいです。 
V0000351630	来週の火曜日に席がございます。	
V0000351631	来週の火曜日に席がございます。 
V0000351632	はい、お願いします。	
V0000351633	はい、お願いします。 
V0000351634	では、明後日全日空、7時半発、ホノルル行きをおとりしておきます、	
V0000351635	では、明後日全日空、7時半発、ホノルル行きをおとりしておきます、 
V0000351636	結婚式
V0000351637	馬鹿
V0000351638	控え室
V0000351639	婚約者
V0000351640	試す
V0000351641	着替える
V0000351642	佐々木さんの結婚式はどこですか。	
V0000351643	佐々木さんの結婚式はどこですか。 
V0000351644	チャペルのほうですが、今佐々木さんは控え室のほうにいます。	
V0000351645	チャペルのほうですが、今佐々木さんは控え室のほうにいます。 
V0000351646	（ノックの音）	
V0000351647	佐々木さん！	
V0000351648	佐々木さん！ 
V0000351649	どうぞ。お入りください。	
V0000351650	どうぞ。お入りください。 
V0000351651	佐々木さん、あなたは結婚してはいけません！	
V0000351652	佐々木さん、あなたは結婚してはいけません！ 
V0000351653	なんでですか。	
V0000351654	なんでですか。 
V0000351655	僕は思い当たるすべてのチャペルを探し続けて、今やっとあなたを見つけたんです。大変でした。	
V0000351656	僕は思い当たるすべてのチャペルを探し続けて、今やっとあなたを見つけたんです。大変でした。 
V0000351657	だから、ちゃんと理由を言ってください。	
V0000351658	だから、ちゃんと理由を言ってください。 
V0000351659	理由は、わたくしがあなたのことを愛しています。ずっと愛してきました。	
V0000351660	理由は、わたくしがあなたのことを愛しています。ずっと愛してきました。 
V0000351661	もう一度愛していますと言ってください。	
V0000351662	もう一度愛していますと言ってください。 
V0000351663	愛しています。	
V0000351664	愛しています。 
V0000351665	もっと大きな声で。	
V0000351666	もっと大きな声で。 
V0000351667	大きな声で愛しています！	
V0000351668	大きな声で愛しています！ 
V0000351669	うるせえな～。	
V0000351670	うるせえな～。 
V0000351671	すみません。	
V0000351672	すみません。 
V0000351673	もう一度、私は馬鹿だって言ってください。	
V0000351674	もう一度、私は馬鹿だって言ってください。 
V0000351675	私は馬鹿だ。	
V0000351676	私は馬鹿だ。 
V0000351677	はい、石原さんのプロポーズを受けます。	
V0000351678	はい、石原さんのプロポーズを受けます。 
V0000351679	本当？	
V0000351680	本当？ 
V0000351681	はい。	
V0000351682	はい。 
V0000351683	婚約者はどこ？	
V0000351684	婚約者はどこ？ 
V0000351685	ここにいます。	
V0000351686	ここにいます。 
V0000351687	でも、二人しかいない。	
V0000351688	でも、二人しかいない。 
V0000351689	はい、私の婚約者はあなたです。	
V0000351690	はい、私の婚約者はあなたです。 
V0000351691	どういうこと？	
V0000351692	どういうこと？ 
V0000351693	私もあなたを試しました。	
V0000351694	私もあなたを試しました。 
V0000351695	えええ！！	
V0000351696	えええ！！ 
V0000351697	すみません、石原さんのタキシードを持ってきてください。	
V0000351698	すみません、石原さんのタキシードを持ってきてください。 
V0000351699	提出日
V0000351700	せまってきている
V0000351701	完全に
V0000351702	育児
V0000351703	消息不明
V0000351704	支局
V0000351705	つないで
V0000351706	対策を練る
V0000351707	（オフィスにて）社長、例の仕事ですが、提出日が来月とせまってきているので、そろそろ対策を練りましょう。	
V0000351708	（オフィスにて）社長、例の仕事ですが、提出日が来月とせまってきているので、そろそろ対策を練りましょう。 
