V0000367106	木星（もくせい） あの上の方で光っている星は木星だ
V0000371638	一昨昨日（さきおととい）
V0000371639	酔っ払い運転 （よっぱらいうんてん）
V0000371640	(キリストの)福音（ふくいん） この知らせは福音であった 彼らは福音を全世界に広めた
V0000371641	目出し帽（めだしぼう） 
V0000371642	ボーナス ボーナス全部を買い物と旅行に使ってしまった
V0000371643	ペンギン
V0000371644	一等賞（いっとうしょう） 彼は１００ｍ競争で一等賞を取った
V0000371645	ごま
V0000371646	枝（えだ） 大枝　(おおえだ)　 小枝　(こえだ)
V0000371647	ヨーロッパ旅行（りょこう）
V0000371648	ペニス 陰茎 (いんけい) ちんちん　
V0000371649	パズル そのパズルを解くのは難しい
V0000371650	史跡（しせき） この辺りは鎌倉時代の史跡が多い
V0000371651	ウラン ウラン(の)分裂 ウラン濃縮（のうしゅく）
P0000158515	～に　重点を置く（じゅうてん） ～を　重視する（じゅうし）
P0000158515	我が校は科学に重点を置いている
P0000158516	大気（たいき） 大気圏（たいきけん）
P0000158516	雰囲気（ふんいき）
V0000371652	爆撃（ばくげき）する 爆弾を落とす（ばくだん） 市の中心部を爆撃した 爆撃機
V0000371653	元素（げんそ） 原子（げんし） 鉄や酸素は元素です
V0000371654	だからと言って　 （わけではない/とは限らない（かぎらない）） 彼は若い。経験も浅い。だからと言って教えられないわけでわない・とは限らない。
V0000371655	帽子（ぼうし） 帽子を取る
V0000371656	日射病（にっしゃびょう） 日射病にかかる 日射病から回復する
V0000371657	並外れる（なみはずれます） 群を抜く（ぐんをぬく） 彼女は並外れた記憶力を持ってる
P0000158517	海んとこ 
P0000158517	海のところ
V0000371658	へえ！
V0000371659	感動的（な）（かんどうてき） あの映画はとても感動的だった
V0000371660	単に（たんに） 彼は単に冗談としてをそれを言った
V0000371661	再生する（さいせい） トカゲの尾が再生した 音声の再生
P0000158518	控える（ひかえます） 
P0000158518	遠慮する（えんりょ） 医者は患者にワインを控えるように命令した
V0000371662	キャンプファイヤ キャンプファイヤをする
V0000371663	色々（な）（いろいろ）
P0000158519	生意気（な）（なまいき）
P0000158519	厚かましい（あつかましい）
P0000158519	まったく生意気だ 彼の生意気な態度は我慢できない
V0000371664	手をつないで歩く
V0000371665	バーレーン
P0000158520	～を　調印（ちょういん）　
P0000158520	封印する（ふういん）
P0000158520	署名する（しょめい）　
P0000158520	サインする 
P0000158520	条約に調印する 協定に調印する
V0000371666	スイッチ テレビのスイッチを入れる ラジオのスイッチを切る
V0000371667	警察（けいさつ）
V0000371668	じゃあ
P0000158521	上司（じょうし） 
P0000158521	目上の人（めうえ）
P0000158522	国歌（こっか） 国家（こっか）
P0000158522	国花（こっか）
V0000371669	半旗（はんき） 半旗を掲げる(かかげる)
V0000371670	玉ねぎ（たまねぎ）
V0000371671	ひざの屈伸　(ひざのくっしん)　（運動） ひざの屈伸運動を2, 3回する
V0000371672	悲観（ひかん） 悲観的（ひかんてき） 彼は悲観的な人生観を持っている 彼は前途を悲観していた
V0000371673	穏やか（な）（おだやか） この道は右へ穏やかにカーブしている
V0000371674	侍（さむらい）
V0000371675	畑（はたけ）
V0000371676	町中（まちなか） いとこは私を町中案内してくれた
V0000371677	蓮（はす） 蓮の花
V0000371678	月影（げつえい）
V0000371679	軋る（きしります） 新しい靴のきしる音 ドアがきしりながら開いた
V0000371680	奴（やつ） 何てひどい奴だ
V0000371681	切り倒す（きりたおす） 木こりは木を斧で切り倒す
P0000158523	一応（いちおう） 
P0000158523	一応の合意
V0000371682	伝える（つたえます） 奥さんにどうぞよろしくお伝えください 「あしたは授業がない」と彼女に伝えてください
V0000371683	～に　対して（たい） ～に　対し　(書) 鈴木さんは皆に対しても丁寧だ 女性の地位は低いのに対して、ヨーロッパでは比較的高い
V0000371684	貧血（ひんけつ） 医者は貧血の検査をするためサンプルを分析した
V0000371685	糖質（とうしつ）
V0000371686	積荷（つみに） 積む（つみます） 積荷する
V0000371687	太股（ふともも） 股（もも）
V0000371688	眼鏡をかける あの眼鏡をかけている人は山田さんです
V0000371689	年下（としした）
V0000371690	クロアチア
P0000158524	往来（おうらい） 
P0000158524	交通（こうつう） 
P0000158524	ここは車の往来が激しい（はげしい）
V0000371691	空港（くうこう） 飛行場（ひこうじょう）
V0000371692	明け方（あけがた） 日の出（ひので） 赤ちゃんは明け方近くに生まれた
V0000371693	多細胞生物（たさいぼうせいぶつ） 単細胞生物（たんさいぼうせいぶつ）
P0000158525	あり塚（ありづか） 
P0000158525	ありの巣（す） 
V0000371694	お前だ！
V0000371695	すずめ すずめが飛び回ります （とびまわる）
V0000371696	慣れる（なれます） ～に
V0000371697	きつつき
P0000158526	だぶだぶ（な） 緩い（ゆるい） 
P0000158526	だぶだぶなズボン
V0000371698	合唱団（がっしょうだん） クワイア 合唱団で歌う
V0000371699	先ず（まず）
V0000371700	ウェスタン 西部劇（せいぶげき）
V0000371701	二つ三つ（ふたつ　みっつ） 一人二人 三四日（さんよっか）
V0000371702	偏る（かたよりいます） 何かに偏る あの人の知識は偏りすぎている
V0000371703	鈍感（な）（どんかん） エリートたちは批判に対して鈍感じゃない
V0000371704	悲鳴（ひめい） うれしい悲鳴 悲鳴をあげる わめく 叫ぶ（さけびます） 大きな声で言う
V0000371705	苔（こけ） 常用外
V0000371706	練習長 （れんしゅうちょう）
V0000371707	漢方（かんぽう） 漢方薬（かんぽうやく）
V0000371708	平野（へいや） 平野がすくないです
V0000371709	もっと後に（のち） 後で（あとで） もっと後にそのことを説明する
V0000371710	制服（せいふく） 学校の制服
V0000371711	防水（ぼうすい）（の） 防水時計（ぼうすいどけい）
V0000371712	使い方を教えて下さい
V0000371713	歩いて行く（あるいていく）
V0000371714	ウインドーショッピングする
V0000371715	食用の（しょくよう）/食用になる 食用にならない このきのこは食用になりますか
V0000371716	更年期（こうねんき） 更年期障害（こうねんきしょうがい） 更年期を迎える
V0000371717	近所（きんじょ） 隣（となり）
P0000158527	懸賞　（けんしょう）
P0000158527	検証（けんしょう） 
P0000158527	褒美（ほうび）
P0000158527	1文学賞（ぶんがくしょう）
V0000371718	生える（はえます） きのこが生える
V0000371719	木の幹（みき）
V0000371720	お上がりください（おあがり）
V0000371721	ユリウス暦（れき）
V0000371722	メーカー サイズはメーカーによって違う
V0000371723	トルコ
V0000371724	シャワーを浴びる（あびます） 水を浴びる
P0000158528	～が　賭ける（かけます） 掛ける（かけます）
P0000158528	欠ける（かけます）
P0000158528	競馬に金をかける あの男がやったにきまっている
P0000158528	かけてもいい どちらが勝つかかけようじゃないか
V0000371725	知っている（しる）
V0000371726	学友（がくゆう）
P0000158529	イケメン 男前（おとこまえ） 
P0000158529	ハンサムな男
V0000371727	～が　嫌いです（きらい） 私が/の嫌いな「物」は納豆です
V0000371728	麺棒（めんぼう）
V0000371729	変装する（へんそう） その泥棒は叔母さんに変装してた
V0000371730	多数（たすう） 多数の友達
V0000371731	ビニール袋（ぶくろ）
V0000371732	～を　侮辱する（ぶじょく） あなたが彼を侮辱したので、彼はあなたに腹をたてています
V0000371733	画鋲（がびょう） 押しピン（おし）（中部地方）
V0000371734	「。。。」と書いてある
V0000371735	でたらめさ でたらめを言う でたらめな話
P0000158530	援助（えんじょ）
P0000158530	支援（しえん）
P0000158530	あなたが援助してくれば、私たちの計画は成功する
V0000371736	胸（むね） 乳癌（にゅうがん）
V0000371737	声援（せいえん）を送る（おくります） その野球の試合の観客（かんきゃく）は自分達のチームに声援を送った
V0000371738	げじげじ眉（まゆ）(俗) 眉が太い げじげじ眉をしている
V0000371739	力士（りきし）
V0000371740	では では，また来週 ではどうしたらよいと思いますか
V0000371741	子馬（こうま）
V0000371742	兎（うさぎ） 常用外
P0000158531	時（とき）
P0000158531	時間（じかん）
P0000158531	時刻（じこく）
P0000158531	彼は時刻をたずねた
V0000371743	全国（ぜんこく） 全国テスト
V0000371744	夢（ゆめ） 夢を見る
P0000158532	定刻に（ていこく） 定刻に到着する 定刻に 
P0000158532	分遅れる
V0000371745	階（かい）
P0000158533	る-
P0000158533	う-
P0000158533	一段動詞（いちだんどうし） 五段動詞（ごだんどうし）
V0000371746	新型（しんがた） 新型の自動車 最新型の帽子
V0000371747	下宿（げしゅく） 私は学校のそばに下宿しています 私は山田さんのところに下宿している
V0000371748	おめでたい
V0000371749	楽園（らくえん） ハワイは地上の楽園と呼ばれている
P0000158534	パレット 
P0000158534	調色板（ちょうしょくばん）
V0000371750	家鴨（あひる） 鴨（かも） アヒルの群れ（むれ）
V0000371751	ブラインド 彼女はブラインドを降ろした（おろす）
V0000371752	読み書き（よみかき） すべての少年少女は読み書きを教えられる
P0000158535	包装する（ほうそう） 放送（ほうそう）
P0000158535	荷造りする（にづくり）
P0000158535	包む（つつみます） これらの贈り物と一緒に放送してください 包装紙（ほうそうし）
V0000371753	消火栓（しょうかせん）
V0000371754	爪先（つまさき） つま先で歩く
V0000371755	ルビー 紅玉（こうぎょく）
V0000371756	エレベーター エレベーターに乗る
V0000371757	板紙（いたがみ）
V0000371758	議論する（ぎろん） その問題は 議論する価値がない
P0000158536	（お）およそ 
P0000158536	一般に（いっぱん）
P0000158536	およそ両親が子供を愛情する およそ親というものは子の幸せを願うものである
V0000371759	頭（あたま） 頭（かしら）
V0000371760	留守番電話 （るすばんでんわ） 彼の留守番電話に用件を吹き込んだ
V0000371761	手荷物（てにもつ） 彼はトラックに手荷物を積んだ（つむ）
V0000371762	豊満（な）（ほうまん） 豊満な胸
V0000371763	人称代名詞 (にんしょうだいめいし)
V0000371764	落語（らくご） 落語をやる
V0000371765	紫（の）（むらさき）
P0000158537	生活費（せいかつひ）
P0000158537	物価（ぶっか）
P0000158537	東京は生活費が高い 生活費をかせぐために働く
P0000158538	蒸気機関車 （じょうききかんしゃ） 汽車（きしゃ） 
P0000158538	機関車（きかんしゃ）
V0000371766	周辺（しゅうへん） その州は周辺に様々な原料を供給している 町の周辺に
P0000158539	疑う（うたがいます） 疑問する（ぎもん）
P0000158539	危ぶむ（あやぶみます）
P0000158539	彼らは彼の話を疑った 彼の成功を疑う
P0000158540	相当（そうとう） 
P0000158540	相当の金額だ それは相当難しそうだ 彼は相当な暮らしをしている
P0000158541	重要（な）（じゅうよう） 
P0000158541	大切（な）（たいせつ） 
P0000158541	大事（な）（だいじ） 
P0000158541	重大（な）（じゅうだい）
P0000158541	この辞書の全ての単語が重要です
V0000371767	真っ赤(な)（まっか） 彼は顔を真っ赤にして怒った
P0000158542	餌（え/えさ） 
P0000158542	生餌（いきえ） 釣り針［わな］に餌をつける
V0000371768	自治省（じちしょう） 自治（じち）
V0000371769	全部で５００円です
P0000158543	点滴（てんてき）
P0000158543	点滴をする 点滴を受ける
V0000371770	科学（かがく） 化学（かがく）
V0000371771	何しろ（なにしろ） とにかく 何しろ話してごらん 何しろやってみないことにはわからない
V0000371772	大名（だいみょう） 大名旅行をする 
V0000371773	通る（とおります） 駅の前を通る 大通りを通る 道を通った人
P0000158544	成人する（せいじん） 成年に達する 
P0000158544	大人になる ヘンリーは今年の三月に成人する
V0000371774	～を　忘れる（わすれます）
V0000371775	一つは...、もう一つは... 一つは白で、もう一つは黒だ
V0000371776	騒ぐ（さわぎます） あの酒を飲んで騒いでいる人はだれですか
V0000371777	遠慮する（えんりょ） タバコを遠慮する
P0000158545	人情がある（にんじょう） 人情味がある（にんじょうみ）
P0000158545	彼は人情がない 彼がしたことは人情にもとる(もとる-
P0000158545	人情の厚い/薄い人だ（あつい/うすい）
P0000158546	噂（うわさ）
P0000158546	デマ 
P0000158546	伝聞（でんぶん）
V0000371778	鶏冠（とさか）
V0000371779	小脳（しょうのう）
V0000371780	成功（せいこう） 成功する
P0000158547	大人しい（おとなしい） 素直（な）（すなお）
P0000158547	猫は彼のひざの上に大人しく座っていた
V0000371781	親日の（しんにち） 親日家（しんにちか） 親日派（しんにちは） 反日の（はんにち）
V0000371782	柳　(やなぎ) 常用漢字
V0000371783	掛け替えがない（かけがえ） 彼女は、僕にとって掛け替えがない人だ 掛け替え（かけがえ）
V0000371784	結ぶ（むすびます） 手を結ぶ
P0000158548	絵画（かいが）
P0000158548	絵（え）
P0000158548	絵画を鑑賞する（かんしょう） 絵画的な美しさ
P0000158549	浮浪者（ふろうしゃ） 
P0000158549	路上生活社(ろじょうせいかつしゃ) 
P0000158549	市は浮浪者に毛布を供給した（きょうきゅう）
V0000371785	スタートする その走者はうまいスタートをした 父の援助で商売をスタートした
V0000371786	声（こえ）
P0000158550	無知（むち） 鞭（むち） 
P0000158550	政治に関しては全く無知だ 学べば学ぶほど、ますます自分の無知であることが分かる
V0000371787	キロ（グラム）
P0000158551	形式（の）（けいしき） 正式（せいしき）
P0000158551	堅苦しいこと（かたくるしい）
P0000158551	一般に若者は形式を嫌う
V0000371788	ハンドウイルカ 半道海豚（はんどういるか）
V0000371789	クール（な） クールな性格 クールな態度
P0000158552	なまり 鉛（なまり）
P0000158552	彼の日本語は外人なまりがある［ない］ 彼はやや田舎なまりでしゃべる 彼ｈのなまりから考えれば、九州の出身に違いない
P0000158553	面談（めんだん） 
P0000158553	面接（めんせつ） 
P0000158553	インタビュー 
P0000158553	この件について面談したい 親子面談〔学校の〕
V0000371790	切腹（せっぷく） 腹切り（はらきり）
V0000371791	ロープウエー
P0000158554	逃げる（にげます） 去る（さります） 逃亡する　
P0000158554	彼らは四方八方に逃げた
V0000371792	幼い（おさない） この物語の女主人公（じょしゅじんこう）は幼い少女です
V0000371793	泥酔（でいすい） 泥酔している 彼は完全に泥酔していた
V0000371794	～を　参すにする（さんこう） 彼女の本を参考にした 参考のために教えてほしいのですが，このコンピュータはいくらでしたか
V0000371795	竹の子（たけのこ）
V0000371796	思い出す（おもいだします） 私は家族を思い出した。
V0000371797	ちゃんと あなたはそこへちゃんとした衣服で行ったほうがいい 家賃をちゃんと支払う
V0000371798	晩御飯（ばんごはん） 夕食（ゆうしょく）
V0000371799	観覧する（かんらん） 神社の宝物が今観覧に供されている (きょうする) 観覧車
V0000371800	回す(まわす) 渡す（わたす） これを次の人に回してください
V0000371801	隠喩（いんゆ） 「怒ると彼はとらになる」というのは隠喩の例です
V0000371802	しらみ しらみがわく しらみをとる しらみの卵
V0000371803	白いの（しろい） 白いのは、かわいい
V0000371804	嗜好品（しこうひん）
P0000158555	恋しい（こいしい） 寂しい（さびしい） 寂しい（さみしい） 
P0000158555	私の恋しい人 故郷が恋しい
V0000371805	直線（ちょくせん） この二つの直線は直角に交わっている
V0000371806	クリスタル・ガラス
V0000371807	真珠（しんじゅ） それは豚に真珠だ
V0000371808	連続（れんぞく） 連続する出来事 連続8時間の労働 3日間連続して雨が降った
V0000371809	天体（てんたい） 水星は小天体（しょうてんたい）
V0000371810	積もり（つもり） 学校へ行くつもりです
V0000371811	炭水化物（たんすいかぶつ） 炭水化物の少ない食事療法
V0000371812	(薬)	粉薬（こなぐすり）
V0000371813	空気パージ（くうき）
V0000371814	ラップトップ
V0000371815	よく しばしば
P0000158556	銅（どう） 
P0000158556	赤金・銅（あかがね） 銅像（どうぞう）
P0000158557	宛名（あてな） 住所（じゅうしょ）
P0000158557	宛名が違っている 宛名不明
V0000371816	一般の（いっぱん） 一般の本屋 一般の人 一般人（いっぱんじん）
V0000371817	孫息子（まごむすこ） 孫娘（まごむすめ）
V0000371818	詐欺（さぎ） 詐欺を動く（うごきます） 騙す（だまします） 詐欺で金を巻き上げる（まきあげる）
V0000371819	すり すりのカルテット
V0000371820	羊歯（しだ）
V0000371821	そもそも 元々（もともと） 初めから（はじめ） その答えがそもそも間違っていたのだ
V0000371822	高山（こうざん） 高い山
P0000158558	含む（ふくみます） オレンジにビタミン
P0000158558	が多く含まれている
V0000371823	勉学（べんがく） 彼は勉学にいそしんでいる
V0000371824	完全主義者（かんぜんしゅぎしゃ） 凝り性の人（こりしょう）
V0000371825	隣（となり） 隣の国 隣国
V0000371826	ゴルフ
P0000158559	ルール 
P0000158559	規則（きそく）
P0000158559	規制（きせい）
P0000158559	それはルール違反だ
V0000371827	張る（はります） ネットを張る　 テントを張る
V0000371828	惚ける（とぼけます） 彼はよくとぼけて人を笑わせた とぼけちゃ困るよ, そりゃ僕の金だ
V0000371829	浴びる　(あびます)
V0000371830	よかったてすね
V0000371831	あちこち あちらこちら あちこち電話する　 あちこちの学校
V0000371832	タイプを打つ（うつ） ミシンで書く
V0000371833	（就職の）願書（がんしょ） インターネットで願書を取り寄せた（とりよせる）
V0000371834	音符（おんぷ） 彼はピアノを音符を見ずに弾いた
V0000371835	フラミンゴ
V0000371836	軽い（かるい） 軽い昼食
V0000371837	二年前に（にねんまえに）
P0000158560	豊か（な）（ゆたか） 豊富（な）（ほうふ）
P0000158560	この地方は鉄と石炭が豊かである 豊かな家に生まれた
V0000371838	会社を辞める（やめます）
V0000371839	凝り性の（こりしょう） 完全主義者（かんぜんしゅぎしゃ） 凝り性の人（こりしょう）
V0000371840	港（みなと） シドニーは天然の美しい港がある
V0000371841	控訴（こうそ） 地方裁判所の判決に対して控訴する
V0000371842	中央（ちゅうおう） アルパス山脈はヨーロッパの中央にある
V0000371843	注意深い（ちゅういぶかい） 科学は注意深い観察（かんさつ）に基づいている（もとづく）
V0000371844	悪魔（あくま）
V0000371845	火力（かりょく） このストーブは火力が強い
V0000371846	大敵（たいてき） 湿気はピアノの大敵だ
V0000371847	新婚夫婦（しんこんふうふ） その新婚夫婦は手をつないで歩いた
V0000371848	学期末試験 （がっきまつしけん）
V0000371849	年を取った人 老人（ろうじん）
V0000371850	遅れる（おくれます） 遅くなる（おそく） 遅刻する（ちこく） 遅くなってすみません
V0000371851	それは意味をなさない
V0000371852	切断（せつだん） 足を膝(ひざ)から切断する　 強風のため電線が数箇所で切断された
V0000371853	頭上（ずじょう） 頭上には月と星が輝いていた（かがやく）
V0000371854	パーティーで着る
V0000371855	恵比寿 （えびす）
V0000371856	岩（いわ） 岩石（がんせき）
V0000371857	トラクター
V0000371858	対策（たいさく） 対策を講じる（こうじます）/とります 交通事故の防止対策を講じなければならない
V0000371859	ごみを出す どこにごみを出したらいいですか
P0000158561	休養する（きゅうよう） 休憩する（きゅうけい）
P0000158561	昨日は一日ゆっくり休養した
V0000371860	零す（こぼします） ジュースをこぼす 塩をこぼす 涙をこぼす 一人もこぼさず卒業させる
V0000371861	暇（な）（ひま）
V0000371862	私書箱（ししょばこ）
V0000371863	外国人恐怖症 （がいこくじんきょうふしょう）
V0000371864	鈍い（にぶい） 鋭い（するどい） 鈍いナイフ 視力が鈍くなった
V0000371865	放つ（はなちます） 放す（はなします） うさぎを野に放つ 大砲を放つ
V0000371866	百足（むかで） げじげじ
V0000371867	郵便配達（ゆうびんはいたつ） 配達（はいたつ）
V0000371868	瞑想（めいそう） 彼は昨晩瞑想した時のイメージを描いた
V0000371869	～を　要求する（ようきゅう） ～を　要する（ようする） とりわけ、科学用語には正確な定義が要求される
V0000371870	膳(ぜん) 一膳（いちぜん） 箸（はし）
P0000158562	入隊する（にゅうたい） 軍隊に入る 
P0000158562	入隊者
V0000371871	偉い（えらい） 偉大（な）（いだい） 偉い/偉大な人
V0000371872	白熊（しろくま） 北極熊（ホッキョクグマ）
V0000371873	紙表紙の（かみびょうし） ペーパーバック（の） 紙表紙の本
P0000158563	～かもしれない 
P0000158563	～でしょう 来週のテストは、楽かもしれない
V0000371874	ホラー 恐怖映画（きょうふえいが）
P0000158564	～起こす（おこします） 
P0000158564	子供を起こす 子供が起きた
P0000158565	孤独（こどく） 寂しさ（さびしさ） 孤独（な）（こどく） 寂しい（さびしい） 寂しい（さみしい）
P0000158565	孤独な人 ときには孤独もまた楽しいものだ 孤独な日々を送る
P0000158566	ノイローゼ 
P0000158566	神経症（しんけいしょう）
V0000371875	赤十字社（せきじゅうじしゃ） 赤十字社看護師
V0000371876	麻薬（まやく） 麻薬犬（まやくけん）
V0000371877	絵の具（えのぐ） 赤い絵の具に青い絵の具を混ぜなさい
V0000371878	イチジク
V0000371879	スクール 学校（がっこう） クッキングスクール 料理教室（りょうりきょうしつ）
V0000371880	税務署（ぜいむしょ） 税務署員
P0000158567	匿名（とくめい） 無名（むめい） 
P0000158567	その人は匿名希望だ 無名の手紙
V0000371881	銀河(系)(ぎんがけい） 天の川（あまのがわ） 宇宙にたくさんの銀河がある
V0000371882	制度（せいど） システム 新制度は成功だと分かった
V0000371883	オートバイ 私のオートバイは途中で故障した
P0000158568	（お）およそ 
P0000158568	約（やく）
P0000158568	大ざっぱ（な）（おおざっぱ） 
P0000158568	およそ５０ おおよその日程を決める いくつぐらい必要なんだ. おおよその数字だけでも教えてくれ.
V0000371884	鍋物（なべもの） 犬なべもの
V0000371885	改革（かいかく） 政府は教育を改革している 宗教改革（しゅうきょうかいかく）
V0000371886	美容師（びようし）
V0000371887	自慰（じい）をする/にふける オナニーする
V0000371888	スカンク
V0000371889	ポン引き（ぽんびき）
V0000371890	大文字（おおも（ん）じ）
V0000371891	地質学（ちしつがく） 地質学者
V0000371892	遠足（えんそく） 動物園に遠足に行く
V0000371893	頭文字（かしらもじ） 木の幹に自分の頭文字を彫った
V0000371894	民族の舞踊 （みんぞくのぶよう） 舞踊（ぶよう）
V0000371895	新車（しんしゃ） 彼は私の新車を誉める（ほめる）
P0000158569	振る（ふります）　 
P0000158569	次の漢字にかなを振りなさい
V0000371896	おしゃべり お茶でも飲みながらおしゃべりしていただけませんか
V0000371897	であろう　（だろう、まい） その交渉（こうしょう）はさわめて困難（こんなん）であろう
V0000371898	性器（せいき） 世紀（せいき）
P0000158570	熱湯（ねっとう） （お）湯 
P0000158570	私はカップに熱湯を注いだ
V0000371899	ペンキ 壁をペンキで塗る
V0000371900	義務（ぎむ） あなたを助けるのが私の義務だ 義務を怠る（おこたります）
V0000371901	質問（しつもん）
V0000371902	乗せる（のせます） この箱の上には、何も載せないで下さい この小説は何という雑誌に載せるのですか
V0000371903	ホック 鉤（かぎ） つりばり
P0000158571	居間（いま）　
P0000158571	茶の間（ちゃのま）　
V0000371904	選挙権（せんきょけん）
V0000371905	パラシュート パラシュートが開いた
V0000371906	アイスクリーム
V0000371907	片道（かたみち） 片道切符 図書館まで片道は歩いて帰りはバスに乗った
V0000371908	大雨（おおあめ） 豪雨（ごうう） 大雨が降った
P0000158572	孤児（こじ） 故事（こじ）
P0000158572	その孤児はお金持ちに育てられた
V0000371909	副大統領（ふくだいとうりょう）
V0000371910	長靴（ながぐつ）
V0000371911	黒子（ほくろ）
V0000371912	運搬車（うんぱんしゃ） トラック
V0000371913	足取り（あしどり） 宇宙飛行士はしっかりした足取りで地球に降りたった
V0000371914	極東（きょくとう）
V0000371915	怪我人（けがにん） 負傷者（ふしょうしゃ） 負傷者が友達に支えられながら病院に入っていきました
V0000371916	完ぺき（かんぺき）（な） ダンサーの一つ一つの動きは完璧だった 完璧さ（かんぺきさ）
V0000371917	マンゴー
V0000371918	増やす（ふやす） 知識を増やすためにたくさん本を読まなきゃ
V0000371919	髪を結う（ゆいます） 彼女はいつも有名な美容師に髪を結ってもらう
P0000158573	寄る（よります） 訪ねる（たずねる）
P0000158573	訪れる（おとずれる）
P0000158573	訪問する（ほうもん） 私の帰宅の途中で彼の家に寄るつもりだ
V0000371920	（お）弁当（べんとう）
V0000371921	違法（な）（いほう） 違法性（いほうせい）
V0000371922	（星座）	牡牛座（おうしざ）
V0000371923	ニンニクひとかけら 欠片（かけら）
V0000371924	～の内臓を抜く （ないぞうをぬく） 魚の内臓を抜く
V0000371925	一寸（ちょっと）
V0000371926	署名する（しょめい） サインする ～に　名前を署名する
V0000371927	～が　欠ける（かけます） 彼の食事にはカルシウムが欠けている
V0000371928	木陰（こかげ） 木の影/陰（きのかげ） 木陰で 木陰に入る
V0000371929	物置（ものおき） 物置に鍵をかけるのを忘れちゃった
V0000371930	宝箱（たからばこ） 宝（たから）
V0000371931	飛行（ひこう） 危険な飛行だった
V0000371932	英雄（えいゆう） ヒーロー 国民的英雄 英雄の/英雄的
P0000158574	持久（じきゅう） 忍耐（にんたい）
P0000158574	持久力（じきゅうりょく）
V0000371933	完全（な）（かんぜん） 私は彼を完全に信用しています
V0000371934	上級（じょうきゅう）
V0000371935	日雇い（ひやとい） 日雇いで働く
V0000371936	他動詞（たどうし） 自動詞（じどうし） 人を並べる
V0000371937	鯱（しゃち）
P0000158575	水蒸気（すいじょうき）
P0000158575	蒸気（じょうき）
P0000158575	雲は蒸気のかたまりです
V0000371938	花壇（かだん）
V0000371939	四つんばい（よ（っ）つんがい）
V0000371940	～を　鼻で嗅ぐ（かぎいます）
V0000371941	修理（しゅうり） 直す（なおします） 修繕（しゅうぜん） この機械を修理できる/が直せる
V0000371942	少数民族（しょうすうみんぞく）
V0000371943	ハンガー 衣紋掛け　(古) （えもんかけ）
P0000158576	抱える（かかえます） 
P0000158576	問題を抱える あの会社は借金を抱えている
V0000371944	～に　そっくり ～に　よく似ている（にる） 瓜二つ（うりふたつ） 彼は父親にそっくりだ
P0000158577	欧米（おうべい）
P0000158577	西洋（せいよう）
P0000158577	欧米風の考え方
V0000371945	手綱（たづな） 馬の手綱をとる 手綱を引く 手綱を緩める（ゆるめます） 子供たちの手綱を締める
V0000371946	栄える（さかえます） １５世紀のイタリアでは美術が栄えた
V0000371947	コーンフレークス
V0000371948	余韻（よいん） 戦争の余韻 パイプオルガンはやんだが,しばらく余韻が続いていた
V0000371949	煩い！（うるさい） 静かに（しずかに） 黙れ（だまれ） 煩い （うるさい）
V0000371950	化粧品（けしょうひん） あの店でもう化粧品は売っていない
P0000158578	国務省　〔米国の〕（こくむしょう） 
P0000158578	国務長官　〔ちょうかん〕
P0000158579	ベトナム 越南（えつなん）
P0000158579	ベトナム戦争
V0000371951	～など 例えば（たとえば）
V0000371952	宗教改革（しゅうきょうかいかく）
P0000158580	降伏（こうふく） 幸福（こうふく）
P0000158580	降参（こうさん）
P0000158580	自首（じしゅ）
P0000158580	彼は自発的に降伏した …という条件（じょうけん）で降伏する
V0000371953	水着（みずぎ）
V0000371954	霙（みぞれ） みぞれが降っている
V0000371955	スツール スツールに腰掛ける
V0000371956	円（えん） 八十円の切手
V0000371957	買い物　（かいもの）する
V0000371958	食料（しょくりょう） 食べ物（たべもの） 3日分の食料
V0000371959	日当たりが良い（ひあたり） 日当たり 家の居間は日当たりが良い
V0000371960	制定する（せいてい） 憲法を制定する あの国は国旗を制定したところだ
V0000371961	強制的（きょうせいてき） 彼女は強制的に私を一緒に連れ出した
V0000371962	新茶（しんちゃ）
P0000158581	働く（はたらきます） 勤める（つとめます）
P0000158581	彼は銀行で働きます
P0000158582	深い（ふかい） 
P0000158582	不快（な）（ふかい）
V0000371963	大げさ（おおげさ） 誇張（こちょう） 大げさに言う 誇張して話す 大げさな身振りで
V0000371964	～に　間に合う　（まにあう） 電車に間に合った
V0000371965	芥子の実（けしのみ）
V0000371966	肝臓（かんぞう）
V0000371967	再生可能エネルギー源 （さいせいかのうエネルギーみなもと）
V0000371968	英文学（えいぶんがく） 彼は英文学の大家（たいか）
V0000371969	排出（はいしゅつ） 二酸化炭素の排出（はいしゅつ）
V0000371970	依存（いぞん） その鳥の経済は漁業に依存している 人に依存して暮らす それはすべて天候に依存している/にかかる
V0000371971	伝統（でんとう）
V0000371972	宝石（ほうせき） 宝石を身につける
V0000371973	組み合わせる （くみあわせます） 両手を組み合わせる
V0000371974	大騒ぎ（おおさわぎ） 首相が暗殺され，国中が大騒ぎとなった
P0000158583	打ち合わせ（うちあわせ） 計画（けいかく）
P0000158583	打ち合わせ通りに事が運んだ 打ち合わせをする 打ち合わせる（うちあわせます）
V0000371975	鎧（よろい） 鎧をつけている人は、転ぶと大きな音がする
V0000371976	夜行バス（やこう） 夜行性の動物 夜行する（やこう）
V0000371977	車道の向こう側 （しゃどうのむこうがわ）
V0000371978	教える (おしえます)
