V0000336092	三が日
V0000342255	舌足らずな話し方だし、失言も多いし。	
V0000342256	舌足らずな話し方だし、失言も多いし。 
V0000342257	「浮気は文化だ」でしたっけ？	
V0000342258	"「浮気は文化だ」でしたっけ？ 
V0000342259	そうそう。「北海道の人は怠け者で、メロンも育てられない」とも言ったよな。	
V0000342260	"そうそう。「北海道の人は怠け者で、メロンも育てられない」とも言ったよな。 
V0000342261	あれは、まずかったな。	
V0000342262	あれは、まずかったな。 
V0000342263	言う事もころころ変えるから、「二枚舌」なんて外国メディアに悪口書かれちゃいましたしね。	
V0000342264	"言う事もころころ変えるから、「二枚舌」なんて外国メディアに悪口書かれちゃいましたしね。 
V0000342265	ま、舌先三寸なのは日本の首相だけじゃないけどな。	
V0000342266	ま、舌先三寸なのは日本の首相だけじゃないけどな。 
V0000342267	確かに。	
V0000342268	確かに。 
V0000342269	あ、来た！	
V0000342270	あ、来た！ 
V0000342271	第一印象
V0000342272	進学
V0000342273	手法
V0000342274	関心
V0000342275	手土産
V0000342276	研究室
V0000342277	修士課程
V0000342278	深める
V0000342279	研究
V0000342280	遠隔教育
V0000342281	天下大学	
V0000342282	天下大学 
V0000342283	土屋博先生	
P0000149705	突然のメールにて失礼いたします。私は、現在、羽田大学で
P0000149705	ラーニングについて研究しておりますが、さらに研究を深めるべく、貴大学の修士課程への進学を希望しております。	
P0000149706	突然のメールにて失礼いたします。私は、現在、羽田大学で
P0000149706	ラーニングについて研究しておりますが、さらに研究を深めるべく、貴大学の修士課程への進学を希望しております。 
V0000342284	土屋先生の研究テーマである「効果的な遠隔教育の手法」に関心を持っており、先生のご都合のよろしいときに、お会いして研究室や大学院での研究生活についてお話を伺いたいと思っております。	
V0000342285	"土屋先生の研究テーマである「効果的な遠隔教育の手法」に関心を持っており、先生のご都合のよろしいときに、お会いして研究室や大学院での研究生活についてお話を伺いたいと思っております。 
V0000342286	ご多忙のところ恐縮ではございますが、お時間をいただくことが可能かどうかご返信をいただければ幸いに存じます。	
V0000342287	ご多忙のところ恐縮ではございますが、お時間をいただくことが可能かどうかご返信をいただければ幸いに存じます。 
V0000342288	佐藤学	
V0000342289	佐藤学 
V0000342290	よし、書き終えた。でも念には念を入れて、送信する前に間違いがないか誰かにチェックしてもらうべきだな。	
V0000342291	よし、書き終えた。でも念には念を入れて、送信する前に間違いがないか誰かにチェックしてもらうべきだな。 
V0000342292	先輩に研究室を見に行くべきだって言われたけど、わからないことだらけだよ。	
V0000342293	先輩に研究室を見に行くべきだって言われたけど、わからないことだらけだよ。 
V0000342294	第一印象は大事だっていうから、研究室へはスーツで行くべきかなぁ？	
V0000342295	第一印象は大事だっていうから、研究室へはスーツで行くべきかなぁ？ 
V0000342296	あと、手土産は持っていくべきなのか？	
V0000342297	あと、手土産は持っていくべきなのか？ 
V0000342298	受験
V0000342299	入試
V0000342300	関して
V0000342301	願書
V0000342302	名門
V0000342303	対策
V0000342304	訪問
V0000342305	肝心
V0000342306	院生
V0000342307	書類
V0000342308	よう。研究室訪問どうだった。	
V0000342309	よう。研究室訪問どうだった。 
V0000342310	先輩のアドバイス通り、スーツで行って手土産を持って行きました。	
V0000342311	先輩のアドバイス通り、スーツで行って手土産を持って行きました。 
V0000342312	肝心な研究内容や入試についても聞いてきたんだろう。	
V0000342313	肝心な研究内容や入試についても聞いてきたんだろう。 
V0000342314	はい。自分がやりたいＥラーニングのシステムの研究ができそうです。	
V0000342315	はい。自分がやりたいＥラーニングのシステムの研究ができそうです。 
V0000342316	入試に関しては、天下大以外の大学からでも合格しにくいということはない…って言ってました。	
V0000342317	入試に関しては、天下大以外の大学からでも合格しにくいということはない…って言ってました。 
V0000342318	へー。	
V0000342319	へー。 
V0000342320	研究室の院生を何人か紹介してくれて、院生からも色々聞く事ができました。	
V0000342321	研究室の院生を何人か紹介してくれて、院生からも色々聞く事ができました。 
V0000342322	そりゃ良かった。	
V0000342323	そりゃ良かった。 
V0000342324	先生には直接聞きづらいことでも、院生には聞きやすいしな。	
V0000342325	先生には直接聞きづらいことでも、院生には聞きやすいしな。 
V0000342326	はい。院生に天下大の大学院に合格するのはかなり難しいから、天下大以外の大学院も受験しておいた方が良いって言われました。	
V0000342327	はい。院生に天下大の大学院に合格するのはかなり難しいから、天下大以外の大学院も受験しておいた方が良いって言われました。 
V0000342328	優秀な学生ばかりで選びがたい…って毎年教授も悩むそうです。	
V0000342329	優秀な学生ばかりで選びがたい…って毎年教授も悩むそうです。 
V0000342330	そっか。	
V0000342331	そっか。 
V0000342332	なので、帝国大学の大学院にも願書を出そうと思います。	
V0000342333	なので、帝国大学の大学院にも願書を出そうと思います。 
V0000342334	天下大と帝国大は甲乙つけがたい名門だな。	
V0000342335	天下大と帝国大は甲乙つけがたい名門だな。 
V0000342336	書類の準備と入試対策も頑張れよ。	
V0000342337	書類の準備と入試対策も頑張れよ。 
V0000342338	あ、何か相談あったら、連絡してこいよ。	
V0000342339	あ、何か相談あったら、連絡してこいよ。 
V0000342340	ありがとうございます。	
V0000342341	ありがとうございます。 
V0000342342	<会話を通して聞く>	
V0000342343	<会話を通して聞く> 
V0000342344	事情
V0000342345	不備
V0000342346	リストアップ
V0000342347	速達
V0000342348	筆記試験
V0000342349	成績証明書
V0000342350	志望
V0000342351	書留
V0000342352	研究計画書、志望理由書、成績証明書…。でも、不備があり得るかも。	
V0000342353	研究計画書、志望理由書、成績証明書…。でも、不備があり得るかも。 
V0000342354	念のため、もう一度、チェック…よし！	
V0000342355	念のため、もう一度、チェック…よし！ 
V0000342356	次の方どうぞ。	
V0000342357	次の方どうぞ。 
V0000342358	これを書留で送ってください。あ…速達でお願いします。	
V0000342359	これを書留で送ってください。あ…速達でお願いします。 
V0000342360	明日には届きますよね。	
V0000342361	明日には届きますよね。 
V0000342362	ええ、明日の午前中には届く予定ですが、交通などの事情で遅れることもあり得ます。大丈夫ですか。	
V0000342363	ええ、明日の午前中には届く予定ですが、交通などの事情で遅れることもあり得ます。大丈夫ですか。 
V0000342364	はい。	
V0000342365	はい。 
V0000342366	660円です。	
V0000342367	660円です。 
V0000342368	健二先輩、今、時間、大丈夫ですか？	
V0000342369	健二先輩、今、時間、大丈夫ですか？ 
V0000342370	おう。どうした？	
V0000342371	おう。どうした？ 
V0000342372	先輩に見てもらった研究計画書を送ったんですけど…。	
V0000342373	先輩に見てもらった研究計画書を送ったんですけど…。 
V0000342374	あとは試験と面接だな。	
V0000342375	あとは試験と面接だな。 
V0000342376	はい…実は、面接が僕苦手で…。	
V0000342377	はい…実は、面接が僕苦手で…。 
V0000342378	じゃ、聞かれそうなことをすべてリストアップすることだな。	
V0000342379	じゃ、聞かれそうなことをすべてリストアップすることだな。 
V0000342380	リストアップ…。	
V0000342381	リストアップ…。 
V0000342382	ああ。面接では緊張して、頭が真っ白になる…ってことも起こり得る。	
V0000342383	ああ。面接では緊張して、頭が真っ白になる…ってことも起こり得る。 
V0000342384	答えを言う練習もしておいたほうがいいぞ。	
V0000342385	答えを言う練習もしておいたほうがいいぞ。 
V0000342386	なるほど。	
V0000342387	なるほど。 
V0000342388	筆記試験は大丈夫？	
V0000342389	筆記試験は大丈夫？ 
V0000342390	出題されそうなものは一応全部勉強しました。	
V0000342391	出題されそうなものは一応全部勉強しました。 
V0000342392	作成
V0000342393	連携
V0000342394	システム構築
V0000342395	充実
V0000342396	具体的
V0000342397	提示
V0000342398	効率的
V0000342399	活用
V0000342400	簡潔
V0000342401	理論
V0000342402	把握
V0000342403	失礼いたします。羽田大学より来ました佐藤学です。	
V0000342404	失礼いたします。羽田大学より来ました佐藤学です。 
V0000342405	よろしくお願いします。	
V0000342406	よろしくお願いします。 
V0000342407	まず、本大学院を志望する理由と研究テーマについて簡潔に述べてください。	
V0000342408	まず、本大学院を志望する理由と研究テーマについて簡潔に述べてください。 
V0000342409	私の研究テーマは、Ｅラーニングを活用した外国語学習に関するものです。	
V0000342410	私の研究テーマは、Ｅラーニングを活用した外国語学習に関するものです。 
V0000342411	効率的に外国語をマスターできる学習システムを作りたいと考えています。	
V0000342412	効率的に外国語をマスターできる学習システムを作りたいと考えています。 
V0000342413	大学院では、システム構築の理論を基礎から勉強し、実際にシステムを作る技術を身に付けたいため、教育の充実した天下大学院を志望しています。	
V0000342414	大学院では、システム構築の理論を基礎から勉強し、実際にシステムを作る技術を身に付けたいため、教育の充実した天下大学院を志望しています。 
V0000342415	どんな学習システムを具体的にイメージしていますか？	
V0000342416	どんな学習システムを具体的にイメージしていますか？ 
V0000342417	学習者の弱点を把握しながら、学習コンテンツを提示する形です。	
V0000342418	学習者の弱点を把握しながら、学習コンテンツを提示する形です。 
V0000342419	要するに、フィードバック機能がついた学習システムということ？	
V0000342420	要するに、フィードバック機能がついた学習システムということ？ 
V0000342421	はい、そうです。言い換えれば、テストと連携した学習システムです。	
V0000342422	はい、そうです。言い換えれば、テストと連携した学習システムです。 
V0000342423	卒業研究について教えてください。	
V0000342424	はい。学習者が単語を効率的に記憶できるような学習システムを作成しました。	
V0000342425	はい。学習者が単語を効率的に記憶できるような学習システムを作成しました。 
V0000342426	ということは、基本的なプログラミングの知識はあるんですね。	
V0000342427	ということは、基本的なプログラミングの知識はあるんですね。 
V0000342428	はい。	
V0000342429	はい。 
V0000342430	受験番号
V0000342431	雰囲気
V0000342432	最中
V0000342433	浪人
V0000342434	一覧
V0000342435	何となく
V0000342436	競争率
V0000342437	睨めっこ
V0000342438	教授
V0000342439	七転び八起き
V0000342440	よう！パソコンとにらめっこか？	
V0000342441	よう！パソコンとにらめっこか？ 
V0000342442	あ、先輩。今天下大学の合格者リストが１１時から大学のホームページで発表される予定なんです。	
V0000342443	あ、先輩。今天下大学の合格者リストが１１時から大学のホームページで発表される予定なんです。 
V0000342444	あと１分で１１時…。首を長くして待っているところか。帝国大も受験したんだろ？どうだったんだ？	
V0000342445	あと１分で１１時…。首を長くして待っているところか。帝国大も受験したんだろ？どうだったんだ？ 
V0000342446	不合格でした。他にも２つ大学院を受験したんですが、それもダメでした。	
V0000342447	不合格でした。他にも２つ大学院を受験したんですが、それもダメでした。 
V0000342448	今年はどこの大学院も競争率が高かったらしいからな。	
V0000342449	今年はどこの大学院も競争率が高かったらしいからな。 
V0000342450	面接の雰囲気で何となく合格できないのは分かっていたんですよね。教授達は僕の話の最中に何度も首をひねってたんです。	
V0000342451	面接の雰囲気で何となく合格できないのは分かっていたんですよね。教授達は僕の話の最中に何度も首をひねってたんです。 
V0000342452	そうか…。	
V0000342453	そうか…。 
V0000342454	これで、天下大も落ちたらどうしよう。浪人することは親が首を縦に振らないだろうし…。	
V0000342455	これで、天下大も落ちたらどうしよう。浪人することは親が首を縦に振らないだろうし…。 
V0000342456	七転び八起きっていうじゃないか、くよくよすんな。あ、もう１１時だぞ。あ、出てる出てる。合格者一覧。	
V0000342457	"七転び八起きっていうじゃないか、くよくよすんな。あ、もう１１時だぞ。あ、出てる出てる。合格者一覧。 
V0000342458	え？俺の受験番号は…あった！ありました、先輩。	
V0000342459	え？俺の受験番号は…あった！ありました、先輩。 
V0000342460	おめでとう。	
V0000342461	おめでとう。 
V0000342462	首の皮一枚でつながりました。	
V0000342463	首の皮一枚でつながりました。 
V0000342464	俺も首を突っ込んだかいがあったよ。	
V0000342465	俺も首を突っ込んだかいがあったよ。 
V0000342466	年収
V0000342467	立候補
V0000342468	大臣
V0000342469	批判
V0000342470	報道
V0000342471	投票
V0000342472	選挙
V0000342473	知事
V0000342474	政策
V0000342475	私生活
V0000342476	10月8日は知事選挙の投票日です。	
V0000342477	10月8日は知事選挙の投票日です。 
V0000342478	投票時間は朝７時から夜８時までです。必ず投票に行きましょう。	
V0000342479	投票時間は朝７時から夜８時までです。必ず投票に行きましょう。 
V0000342480	10月8日は知事選挙の投票日です。投票時間は…。	
V0000342481	10月8日は知事選挙の投票日です。投票時間は…。 
V0000342482	来週の日曜日は選挙か。	
V0000342483	来週の日曜日は選挙か。 
V0000342484	立候補してるのは４人だったっけ。	
V0000342485	立候補してるのは４人だったっけ。 
V0000342486	自民党の阿倍山さんと民主党の菅谷さん、共産党の地位さん。	
V0000342487	自民党の阿倍山さんと民主党の菅谷さん、共産党の地位さん。 
V0000342488	政策面では阿倍山さんがいいと思うけど…親の七光りで議員になったお坊ちゃんだからな。	
V0000342489	政策面では阿倍山さんがいいと思うけど…親の七光りで議員になったお坊ちゃんだからな。 
V0000342490	前に大臣をしていたときに「もう疲れた」って言って辞めたんでしょ？	
V0000342491	"前に大臣をしていたときに「もう疲れた」って言って辞めたんでしょ？ 
V0000342492	子供じゃあるまいし…。国民をバカにしているよね。	
V0000342493	子供じゃあるまいし…。国民をバカにしているよね。 
V0000342494	でも、何でもかんでもマスコミに批判されれば嫌になろうってもんだよ。	
V0000342495	でも、何でもかんでもマスコミに批判されれば嫌になろうってもんだよ。 
V0000342496	確かに、どうでもいい私生活とか奥さんのこととか面白おかしく報道するのは問題だと思うけど…。	
V0000342497	確かに、どうでもいい私生活とか奥さんのこととか面白おかしく報道するのは問題だと思うけど…。 
V0000342498	でも阿倍山さん「サラリーマンの平均年収がどれくらいか知ってるんですか？」という記者の質問に、「さあ、１千万位ですか？」って答えたんだって。	
V0000342499	"でも阿倍山さん「サラリーマンの平均年収がどれくらいか知ってるんですか？」という記者の質問に、「さあ、１千万位ですか？」って答えたんだって。 
V0000342500	一千万？ はぁ…。金持ちのぼんぼんには俺らの気持ちは分かるまい。	
V0000342501	一千万？ はぁ…。金持ちのぼんぼんには俺らの気持ちは分かるまい。 
V0000342502	避難訓練
V0000342503	隠れる
V0000342504	看板
V0000342505	窓ガラス
V0000342506	騒ぐ
V0000342507	覆う
V0000342508	揺れる
V0000342509	対処
V0000342510	確保
V0000342511	慌てる
V0000342512	「地震・雷・火事・親父」って聞いたことありますか。	
V0000342513	"「地震・雷・火事・親父」って聞いたことありますか。 
V0000342514	これは、昔の人が怖いと思っていた4つのものですが、この中の地震と火事の対処の仕方を覚えておきましょう。	
V0000342515	これは、昔の人が怖いと思っていた4つのものですが、この中の地震と火事の対処の仕方を覚えておきましょう。 
V0000342516	じゃ、まずグラッと揺れたらどうしますか。	
V0000342517	じゃ、まずグラッと揺れたらどうしますか。 
V0000342518	机の下に隠れます。	
V0000342519	机の下に隠れます。 
V0000342520	そうですね。机がなかったら頭を洋服やカバンで覆います。	
V0000342521	そうですね。机がなかったら頭を洋服やカバンで覆います。 
V0000342522	他には？	
V0000342523	他には？ 
V0000342524	窓が割れるかもしれないので、窓から離れます。	
V0000342525	窓が割れるかもしれないので、窓から離れます。 
V0000342526	ドアを開けます。	
V0000342527	ドアを開けます。 
V0000342528	そのとおり。逃げ道を確保するためですよね。	
V0000342529	そのとおり。逃げ道を確保するためですよね。 
V0000342530	外に出ます。	
V0000342531	外に出ます。 
V0000342532	うーん。地震が起きている時にすぐに外に飛び出すのはかえって危険ですよ。	
V0000342533	うーん。地震が起きている時にすぐに外に飛び出すのはかえって危険ですよ。 
V0000342534	でも、建物が壊れるかもしれないし…。	
V0000342535	でも、建物が壊れるかもしれないし…。 
V0000342536	古い建物はそういうこともあります。	
V0000342537	古い建物はそういうこともあります。 
V0000342538	でも、日本の新しい建物や学校なら中にいた方が外に出るよりむしろ安全なんです。	
V0000342539	でも、日本の新しい建物や学校なら中にいた方が外に出るよりむしろ安全なんです。 
V0000342540	大きな街では地震で壊れた看板や窓ガラスなどが、落ちてきます。	
V0000342541	大きな街では地震で壊れた看板や窓ガラスなどが、落ちてきます。 
V0000342542	だから、まだ揺れている時に外に出るとかえって危ないんです。	
V0000342543	だから、まだ揺れている時に外に出るとかえって危ないんです。 
V0000342544	揺れが止まってから、慌てず、騒がずに避難してください。	
V0000342545	揺れが止まってから、慌てず、騒がずに避難してください。 
V0000342546	それでは、避難訓練を始めましょう。	
V0000342547	それでは、避難訓練を始めましょう。 
V0000342548	せい
V0000342549	責める
V0000342550	従兄弟
V0000342551	嫁
V0000342552	怖い
V0000342553	辞める
V0000342554	隅
V0000342555	退職
V0000342556	転職
V0000342557	取引先
V0000342558	退職？	
V0000342559	退職？ 
V0000342560	はい。いろいろ考えて、それが一番いいかと…。	
V0000342561	はい。いろいろ考えて、それが一番いいかと…。 
V0000342562	君のような優秀な人が辞めてしまうのは残念でならないよ。	
V0000342563	君のような優秀な人が辞めてしまうのは残念でならないよ。 
V0000342564	何かあった？	
V0000342565	何かあった？ 
V0000342566	いえ。何もありません。	
V0000342567	いえ。何もありません。 
V0000342568	参ったよ。ウチの課の子が退職したいって言い出してさ。	
V0000342569	参ったよ。ウチの課の子が退職したいって言い出してさ。 
V0000342570	大野綾乃だろ？	
V0000342571	大野綾乃だろ？ 
V0000342572	なんだよ。知りあいか？お前も隅に置けないな。	
V0000342573	なんだよ。知りあいか？お前も隅に置けないな。 
V0000342574	実は俺の従兄弟の嫁さんなんだよ。	
V0000342575	実は俺の従兄弟の嫁さんなんだよ。 
V0000342576	彼女は五味のアシスタントだろ？	
V0000342577	彼女は五味のアシスタントだろ？ 
V0000342578	五味は自分のミスを全部彼女のせいにして責めるから腹が立って仕方なかったらしい。	
V0000342579	五味は自分のミスを全部彼女のせいにして責めるから腹が立って仕方なかったらしい。 
V0000342580	五味か…。そう言えば、あいつのアシスタントはすぐ辞めるな。	
V0000342581	五味か…。そう言えば、あいつのアシスタントはすぐ辞めるな。 
V0000342582	五味は角のある言い方ばかりするから、彼女は会社に来るのが嫌でならなかったそうだよ。	
V0000342583	五味は角のある言い方ばかりするから、彼女は会社に来るのが嫌でならなかったそうだよ。 
V0000342584	なんで教えてくれなかったんだよ。	
V0000342585	"なんで教えてくれなかったんだよ。 
V0000342586	「誰にも言わないで」って言われてたんだ。	
V0000342587	「誰にも言わないで」って言われてたんだ。 
V0000342588	ま、でも、彼女の転職先はウチの取引先だ。	
V0000342589	ま、でも、彼女の転職先はウチの取引先だ。 
V0000342590	え？	
V0000342591	え？ 
V0000342592	彼女、ウチのお客さんのとこに転職するんだ。	
V0000342593	彼女、ウチのお客さんのとこに転職するんだ。 
V0000342594	都心
V0000342595	解約
V0000342596	組む
V0000342597	酔っぱらい
V0000342598	郊外
V0000342599	住宅ローン
V0000342600	手狭
V0000342601	更新
V0000342602	購入
V0000342603	問い合わせ
V0000342604	この部屋の契約の更新もうすぐでしょ。どうする？	
V0000342605	この部屋の契約の更新もうすぐでしょ。どうする？ 
V0000342606	更新していいんじゃないか。	
V0000342607	更新していいんじゃないか。 
V0000342608	引越してきたときは田舎だったけど、周りに住宅ができるに従ってお店も増えて、便利になってきたし。	
V0000342609	引越してきたときは田舎だったけど、周りに住宅ができるに従ってお店も増えて、便利になってきたし。 
V0000342610	でも、子供が大きくなるにつれて部屋が手狭になってきたし、それに、最近、駅前のガラが悪くなったと思わない？	
V0000342611	でも、子供が大きくなるにつれて部屋が手狭になってきたし、それに、最近、駅前のガラが悪くなったと思わない？ 
V0000342612	まあ、確かに飲み屋が増えてくるにつれて、酔っぱらいをよく見かけるようになってきたな。	
V0000342613	まあ、確かに飲み屋が増えてくるにつれて、酔っぱらいをよく見かけるようになってきたな。 
V0000342614	でしょ？家賃もったいないし、そろそろ郊外に家を建てようよ。	
V0000342615	でしょ？家賃もったいないし、そろそろ郊外に家を建てようよ。 
V0000342616	住宅ローンを組むなら早ければ早いほどいいでしょ。	
V0000342617	住宅ローンを組むなら早ければ早いほどいいでしょ。 
V0000342618	そうだな。でも、どこに？	
V0000342619	そうだな。でも、どこに？ 
V0000342620	都心から離れれば離れるほど土地は安くなるけど、その分通勤が...。	
V0000342621	都心から離れれば離れるほど土地は安くなるけど、その分通勤が...。 
V0000342622	あ、偶然なんだけど、うちの親が実家の隣の土地を購入したらしいの。	
V0000342623	あ、偶然なんだけど、うちの親が実家の隣の土地を購入したらしいの。 
P0000149707	お電話ありがとうございます。
P0000149707	不動産です。	
P0000149708	お電話ありがとうございます。
P0000149708	不動産です。 
V0000342624	音声に従って数字をご入力ください。	
V0000342625	音声に従って数字をご入力ください。 
V0000342626	契約の更新の方は１、契約の解約の方は２を、その他のお問い合わせの方は3を入力してください。	
V0000342627	契約の更新の方は１、契約の解約の方は２を、その他のお問い合わせの方は3を入力してください。 
V0000342628	２。（ピッ）はあ...。俺もマスオさんになるのか。	
V0000342629	２。（ピッ）はあ...。俺もマスオさんになるのか。 
V0000342630	放射能
V0000342631	電力
V0000342632	漏れ
V0000342633	安全性
V0000342634	ダム
V0000342635	高める
V0000342636	発電
V0000342637	原子力
V0000342638	二酸化炭素
V0000342639	理想的
V0000342640	「原子力発電の安全性を高めると共に、クリーンエネルギーにも取り組んでいく必要がある」か…。	
V0000342641	"「原子力発電の安全性を高めると共に、クリーンエネルギーにも取り組んでいく必要がある」か…。 
V0000342642	ねぇ。新聞読みながらご飯食べるのやめて。	
V0000342643	ねぇ。新聞読みながらご飯食べるのやめて。 
V0000342644	はいはい。	
V0000342645	はいはい。 
V0000342646	ねぇ、パパ。クリーンエネルギーって何？	
V0000342647	"ねぇ、パパ。クリーンエネルギーって何？ 
V0000342648	ん？クリーンエネルギーっていうのは、簡単に言えば環境に優しいエネルギーってことだ。	
V0000342649	"ん？クリーンエネルギーっていうのは、簡単に言えば環境に優しいエネルギーってことだ。 
V0000342650	太陽光発電とか風力発電とかだな。	
V0000342651	太陽光発電とか風力発電とかだな。 
V0000342652	ダムも？	
V0000342653	ダムも？ 
V0000342654	ダム？ああ、水力発電か。	
V0000342655	ダム？ああ、水力発電か。 
V0000342656	そうだな、水力もクリーンエネルギーだな。	
V0000342657	"そうだな、水力もクリーンエネルギーだな。 
V0000342658	放射能漏れの事故があったのに原発をやめることはできないの？	
V0000342659	放射能漏れの事故があったのに原発をやめることはできないの？ 
V0000342660	原子力は火力や水力と並んで、日本ではメジャーな発電方法だから、今すぐやめるのは無理だろうなぁ。	
V0000342661	原子力は火力や水力と並んで、日本ではメジャーな発電方法だから、今すぐやめるのは無理だろうなぁ。 
V0000342662	割合はどのくらい？	
V0000342663	割合はどのくらい？ 
V0000342664	確か、火力発電が約６割から7割。原子力が2割。	
V0000342665	確か、火力発電が約６割から7割。原子力が2割。 
V0000342666	水力は1割弱じゃなかったかな。	
V0000342667	水力は1割弱じゃなかったかな。 
V0000342668	え？じゃ、太陽光とか風力とかは？	
V0000342669	え？じゃ、太陽光とか風力とかは？ 
V0000342670	全部あわせても、せいぜい1、2パーセントだろう。	
V0000342671	全部あわせても、せいぜい1、2パーセントだろう。 
V0000342672	えー。それだけ？	
V0000342673	えー。それだけ？ 
V0000342674	事故さえ起きなければ、原子力は二酸化炭素も出ないし、得られる電力も大きいから、理想的なんだ。事故さえ起きなければね。	
V0000342675	事故さえ起きなければ、原子力は二酸化炭素も出ないし、得られる電力も大きいから、理想的なんだ。事故さえ起きなければね。 
V0000342676	宇宙
V0000342677	組み立てる
V0000342678	宇宙飛行士
V0000342679	接近
V0000342680	クレーター
V0000342681	地球
V0000342682	彗星
V0000342683	天体望遠鏡
V0000342684	人工衛星
V0000342685	不良品
P0000149709	60年に一度、地球に接近する
P0000149709	彗星（すいせい）ですが、現在最も地球に接近しており、今夜は望遠鏡を使わなくてもはっきり見えると思われます。	
P0000149710	60年に一度、地球に接近する
P0000149710	彗星（すいせい）ですが、現在最も地球に接近しており、今夜は望遠鏡を使わなくてもはっきり見えると思われます。 
V0000342686	ジャーン！買っちゃった。	
V0000342687	ジャーン！買っちゃった。 
V0000342688	え？	
V0000342689	え？ 
V0000342690	値段もろくに見ずに買ったら、高くてさ、何と十万以上したんだよ、この天体望遠鏡。	
V0000342691	値段もろくに見ずに買ったら、高くてさ、何と十万以上したんだよ、この天体望遠鏡。 
V0000342692	宇宙にろくに興味もないくせに、どうしてそんなに高いのを買ったの？	
V0000342693	宇宙にろくに興味もないくせに、どうしてそんなに高いのを買ったの？ 
V0000342694	インテリアにもなると思ってさ。このフォルムいいだろ。	
V0000342695	インテリアにもなると思ってさ。このフォルムいいだろ。 
V0000342696	あ、それから、これ、おまけでもらった。	
V0000342697	あ、それから、これ、おまけでもらった。 
V0000342698	何？	
V0000342699	何？ 
V0000342700	宇宙飛行士と人工衛星のフィギュアと宇宙食。	
V0000342701	宇宙飛行士と人工衛星のフィギュアと宇宙食。 
V0000342702	うらやましいだろ。	
V0000342703	うらやましいだろ。 
V0000342704	もう！ろくなもの買わないんだから。	
V0000342705	もう！ろくなもの買わないんだから。 
V0000342706	第一、結婚式のために貯金するって昨日約束したばかりじゃん。	
V0000342707	第一、結婚式のために貯金するって昨日約束したばかりじゃん。 
V0000342708	カリカリしても、ろくなことがないぞ。	
V0000342709	カリカリしても、ろくなことがないぞ。 
V0000342710	さ、組み立てるぞ。
V0000342711	さ、組み立てるぞ。
V0000342712	よしできた。見てみよう。あれ？真っ暗で何も見えない…。	
V0000342713	よしできた。見てみよう。あれ？真っ暗で何も見えない…。 
V0000342714	説明書もろくに読まずに組み立てるからだよ。	
V0000342715	説明書もろくに読まずに組み立てるからだよ。 
V0000342716	おっかしいな。	
V0000342717	おっかしいな。 
V0000342718	この望遠鏡なら、月のクレーターや山が見えるって言ってたのに…。	
V0000342719	この望遠鏡なら、月のクレーターや山が見えるって言ってたのに…。 
V0000342720	不良品を買わされたんじゃない。いいカモにされたんだよ。	
V0000342721	不良品を買わされたんじゃない。いいカモにされたんだよ。 
V0000342722	宝くじ
V0000342723	壁
V0000342724	売り場
V0000342725	火星
V0000342726	詐欺
V0000342727	障子
V0000342728	権利書
V0000342729	投資
V0000342730	低金利
V0000342731	並ぶ
V0000342732	「不動産を買うなら、低金利の今が買い時」かぁ…。	
V0000342733	"「不動産を買うなら、低金利の今が買い時」かぁ…。 
V0000342734	でも、先立つものがなきゃ買えないよ。	
V0000342735	でも、先立つものがなきゃ買えないよ。 
V0000342736	ね、春樹。春樹？あれ？急に耳が遠くなっちゃった？	
V0000342737	ね、春樹。春樹？あれ？急に耳が遠くなっちゃった？ 
V0000342738	耳が痛いなぁ。	
V0000342739	耳が痛いなぁ。 
V0000342740	天体望遠鏡なんて買ってないできちんと貯金してよ。	
V0000342741	天体望遠鏡なんて買ってないできちんと貯金してよ。 
V0000342742	はいはい。それは、耳にたこができるほど聞きました。	
V0000342743	はいはい。それは、耳にたこができるほど聞きました。 
V0000342744	…俺だって、色々考えているんだ。土地に投資したり…。	
V0000342745	…俺だって、色々考えているんだ。土地に投資したり…。 
V0000342746	うそ？土地買ったの？それは初耳。	
V0000342747	うそ？土地買ったの？それは初耳。 
V0000342748	ジャーン！これ火星の土地の権利書。	
V0000342749	ジャーン！これ火星の土地の権利書。 
V0000342750	は？こんなの詐欺じゃん。火星になんて住めっこないでしょ。	
V0000342751	は？こんなの詐欺じゃん。火星になんて住めっこないでしょ。 
V0000342752	そうだけど、夢があるじゃん。	
V0000342753	そうだけど、夢があるじゃん。 
V0000342754	夢ねぇ…。	
V0000342755	夢ねぇ…。 
V0000342756	自分だって、夢を買ってるだろ。宝くじ買ったって小耳に挟んだぜ。	
V0000342757	自分だって、夢を買ってるだろ。宝くじ買ったって小耳に挟んだぜ。 
V0000342758	どうして知ってんのよ。	
V0000342759	どうして知ってんのよ。 
V0000342760	志保が宝くじ売り場で並んでいるのを元気が見たって言ってたんだよ。	
V0000342761	志保が宝くじ売り場で並んでいるのを元気が見たって言ってたんだよ。 
V0000342762	当たったかどうか、調べてみようぜ。	
V0000342763	当たったかどうか、調べてみようぜ。 
V0000342764	当たるわけがないじゃない。	
V0000342765	当たるわけがないじゃない。 
V0000342766	…やだ…当たってる？…3億当たった！	
V0000342767	…やだ…当たってる？…3億当たった！ 
V0000342768	シー。壁に耳あり障子に目あり。	
V0000342769	シー。壁に耳あり障子に目あり。 
V0000342770	誰がどこで聞き耳を立てているかわからないんだぞ。	
