V0000361331	木星（もくせい） あの上の方で光っている星は木星だ
V0000365933	平野（へいや） 平野がすくないです
V0000365934	もっと後に（のち） 後で（あとで） もっと後にそのことを説明する
V0000365935	制服（せいふく） 学校の制服
V0000365936	防水（ぼうすい）（の） 防水時計（ぼうすいどけい）
V0000365937	使い方を教えて下さい
V0000365938	歩いて行く（あるいていく）
V0000365939	ウインドーショッピングする
V0000365940	食用の（しょくよう）/食用になる 食用にならない このきのこは食用になりますか
V0000365941	更年期（こうねんき） 更年期障害（こうねんきしょうがい） 更年期を迎える
V0000365942	近所（きんじょ） 隣（となり）
P0000157355	懸賞　（けんしょう）
P0000157355	検証（けんしょう） 
P0000157355	褒美（ほうび）
P0000157355	1文学賞（ぶんがくしょう）
V0000365943	生える（はえます） きのこが生える
V0000365944	木の幹（みき）
V0000365945	お上がりください（おあがり）
V0000365946	ユリウス暦（れき）
V0000365947	メーカー サイズはメーカーによって違う
V0000365948	トルコ
V0000365949	シャワーを浴びる（あびます） 水を浴びる
P0000157356	～が　賭ける（かけます） 掛ける（かけます）
P0000157356	欠ける（かけます）
P0000157356	競馬に金をかける あの男がやったにきまっている
P0000157356	かけてもいい どちらが勝つかかけようじゃないか
V0000365950	知っている（しる）
V0000365951	学友（がくゆう）
P0000157357	イケメン 男前（おとこまえ） 
P0000157357	ハンサムな男
V0000365952	～が　嫌いです（きらい） 私が/の嫌いな「物」は納豆です
V0000365953	麺棒（めんぼう）
V0000365954	変装する（へんそう） その泥棒は叔母さんに変装してた
V0000365955	多数（たすう） 多数の友達
V0000365956	ビニール袋（ぶくろ）
V0000365957	～を　侮辱する（ぶじょく） あなたが彼を侮辱したので、彼はあなたに腹をたてています
V0000365958	画鋲（がびょう） 押しピン（おし）（中部地方）
V0000365959	「。。。」と書いてある
V0000365960	でたらめさ でたらめを言う でたらめな話
P0000157358	援助（えんじょ）
P0000157358	支援（しえん）
P0000157358	あなたが援助してくれば、私たちの計画は成功する
V0000365961	胸（むね） 乳癌（にゅうがん）
V0000365962	声援（せいえん）を送る（おくります） その野球の試合の観客（かんきゃく）は自分達のチームに声援を送った
V0000365963	げじげじ眉（まゆ）(俗) 眉が太い げじげじ眉をしている
V0000365964	力士（りきし）
V0000365965	では では，また来週 ではどうしたらよいと思いますか
V0000365966	子馬（こうま）
V0000365967	兎（うさぎ） 常用外
P0000157359	時（とき）
P0000157359	時間（じかん）
P0000157359	時刻（じこく）
P0000157359	彼は時刻をたずねた
V0000365968	全国（ぜんこく） 全国テスト
V0000365969	夢（ゆめ） 夢を見る
P0000157360	定刻に（ていこく） 定刻に到着する 定刻に 
P0000157360	分遅れる
V0000365970	階（かい）
P0000157361	る-
P0000157361	う-
P0000157361	一段動詞（いちだんどうし） 五段動詞（ごだんどうし）
V0000365971	新型（しんがた） 新型の自動車 最新型の帽子
V0000365972	下宿（げしゅく） 私は学校のそばに下宿しています 私は山田さんのところに下宿している
V0000365973	おめでたい
V0000365974	楽園（らくえん） ハワイは地上の楽園と呼ばれている
P0000157362	パレット 
P0000157362	調色板（ちょうしょくばん）
V0000365975	家鴨（あひる） 鴨（かも） アヒルの群れ（むれ）
V0000365976	ブラインド 彼女はブラインドを降ろした（おろす）
V0000365977	読み書き（よみかき） すべての少年少女は読み書きを教えられる
P0000157363	包装する（ほうそう） 放送（ほうそう）
P0000157363	荷造りする（にづくり）
P0000157363	包む（つつみます） これらの贈り物と一緒に放送してください 包装紙（ほうそうし）
V0000365978	消火栓（しょうかせん）
V0000365979	爪先（つまさき） つま先で歩く
V0000365980	ルビー 紅玉（こうぎょく）
V0000365981	エレベーター エレベーターに乗る
V0000365982	板紙（いたがみ）
V0000365983	議論する（ぎろん） その問題は 議論する価値がない
P0000157364	（お）およそ 
P0000157364	一般に（いっぱん）
P0000157364	およそ両親が子供を愛情する およそ親というものは子の幸せを願うものである
V0000365984	頭（あたま） 頭（かしら）
V0000365985	留守番電話 （るすばんでんわ） 彼の留守番電話に用件を吹き込んだ
V0000365986	手荷物（てにもつ） 彼はトラックに手荷物を積んだ（つむ）
V0000365987	豊満（な）（ほうまん） 豊満な胸
V0000365988	人称代名詞 (にんしょうだいめいし)
V0000365989	落語（らくご） 落語をやる
V0000365990	紫（の）（むらさき）
P0000157365	生活費（せいかつひ）
P0000157365	物価（ぶっか）
P0000157365	東京は生活費が高い 生活費をかせぐために働く
P0000157366	蒸気機関車 （じょうききかんしゃ） 汽車（きしゃ） 
P0000157366	機関車（きかんしゃ）
V0000365991	周辺（しゅうへん） その州は周辺に様々な原料を供給している 町の周辺に
P0000157367	疑う（うたがいます） 疑問する（ぎもん）
P0000157367	危ぶむ（あやぶみます）
P0000157367	彼らは彼の話を疑った 彼の成功を疑う
P0000157368	相当（そうとう） 
P0000157368	相当の金額だ それは相当難しそうだ 彼は相当な暮らしをしている
P0000157369	重要（な）（じゅうよう） 
P0000157369	大切（な）（たいせつ） 
P0000157369	大事（な）（だいじ） 
P0000157369	重大（な）（じゅうだい）
P0000157369	この辞書の全ての単語が重要です
V0000365992	真っ赤(な)（まっか） 彼は顔を真っ赤にして怒った
P0000157370	餌（え/えさ） 
P0000157370	生餌（いきえ） 釣り針［わな］に餌をつける
V0000365993	自治省（じちしょう） 自治（じち）
V0000365994	全部で５００円です
P0000157371	点滴（てんてき）
P0000157371	点滴をする 点滴を受ける
V0000365995	科学（かがく） 化学（かがく）
V0000365996	何しろ（なにしろ） とにかく 何しろ話してごらん 何しろやってみないことにはわからない
V0000365997	大名（だいみょう） 大名旅行をする 
V0000365998	通る（とおります） 駅の前を通る 大通りを通る 道を通った人
P0000157372	成人する（せいじん） 成年に達する 
P0000157372	大人になる ヘンリーは今年の三月に成人する
V0000365999	～を　忘れる（わすれます）
V0000366000	一つは...、もう一つは... 一つは白で、もう一つは黒だ
V0000366001	騒ぐ（さわぎます） あの酒を飲んで騒いでいる人はだれですか
V0000366002	遠慮する（えんりょ） タバコを遠慮する
P0000157373	人情がある（にんじょう） 人情味がある（にんじょうみ）
P0000157373	彼は人情がない 彼がしたことは人情にもとる(もとる-
P0000157373	人情の厚い/薄い人だ（あつい/うすい）
P0000157374	噂（うわさ）
P0000157374	デマ 
P0000157374	伝聞（でんぶん）
V0000366003	鶏冠（とさか）
V0000366004	小脳（しょうのう）
V0000366005	成功（せいこう） 成功する
P0000157375	大人しい（おとなしい） 素直（な）（すなお）
P0000157375	猫は彼のひざの上に大人しく座っていた
V0000366006	親日の（しんにち） 親日家（しんにちか） 親日派（しんにちは） 反日の（はんにち）
V0000366007	柳　(やなぎ) 常用漢字
V0000366008	掛け替えがない（かけがえ） 彼女は、僕にとって掛け替えがない人だ 掛け替え（かけがえ）
V0000366009	結ぶ（むすびます） 手を結ぶ
P0000157376	絵画（かいが）
P0000157376	絵（え）
P0000157376	絵画を鑑賞する（かんしょう） 絵画的な美しさ
P0000157377	浮浪者（ふろうしゃ） 
P0000157377	路上生活社(ろじょうせいかつしゃ) 
P0000157377	市は浮浪者に毛布を供給した（きょうきゅう）
V0000366010	スタートする その走者はうまいスタートをした 父の援助で商売をスタートした
V0000366011	声（こえ）
P0000157378	無知（むち） 鞭（むち） 
P0000157378	政治に関しては全く無知だ 学べば学ぶほど、ますます自分の無知であることが分かる
V0000366012	キロ（グラム）
P0000157379	形式（の）（けいしき） 正式（せいしき）
P0000157379	堅苦しいこと（かたくるしい）
P0000157379	一般に若者は形式を嫌う
V0000366013	ハンドウイルカ 半道海豚（はんどういるか）
V0000366014	クール（な） クールな性格 クールな態度
P0000157380	なまり 鉛（なまり）
P0000157380	彼の日本語は外人なまりがある［ない］ 彼はやや田舎なまりでしゃべる 彼ｈのなまりから考えれば、九州の出身に違いない
P0000157381	面談（めんだん） 
P0000157381	面接（めんせつ） 
P0000157381	インタビュー 
P0000157381	この件について面談したい 親子面談〔学校の〕
V0000366015	切腹（せっぷく） 腹切り（はらきり）
V0000366016	ロープウエー
P0000157382	逃げる（にげます） 去る（さります） 逃亡する　
P0000157382	彼らは四方八方に逃げた
V0000366017	幼い（おさない） この物語の女主人公（じょしゅじんこう）は幼い少女です
V0000366018	泥酔（でいすい） 泥酔している 彼は完全に泥酔していた
V0000366019	～を　参すにする（さんこう） 彼女の本を参考にした 参考のために教えてほしいのですが，このコンピュータはいくらでしたか
V0000366020	竹の子（たけのこ）
V0000366021	思い出す（おもいだします） 私は家族を思い出した。
V0000366022	ちゃんと あなたはそこへちゃんとした衣服で行ったほうがいい 家賃をちゃんと支払う
V0000366023	晩御飯（ばんごはん） 夕食（ゆうしょく）
V0000366024	観覧する（かんらん） 神社の宝物が今観覧に供されている (きょうする) 観覧車
V0000366025	回す(まわす) 渡す（わたす） これを次の人に回してください
V0000366026	隠喩（いんゆ） 「怒ると彼はとらになる」というのは隠喩の例です
V0000366027	しらみ しらみがわく しらみをとる しらみの卵
V0000366028	白いの（しろい） 白いのは、かわいい
V0000366029	嗜好品（しこうひん）
P0000157383	恋しい（こいしい） 寂しい（さびしい） 寂しい（さみしい） 
P0000157383	私の恋しい人 故郷が恋しい
V0000366030	直線（ちょくせん） この二つの直線は直角に交わっている
V0000366031	クリスタル・ガラス
V0000366032	真珠（しんじゅ） それは豚に真珠だ
V0000366033	連続（れんぞく） 連続する出来事 連続8時間の労働 3日間連続して雨が降った
V0000366034	天体（てんたい） 水星は小天体（しょうてんたい）
V0000366035	積もり（つもり） 学校へ行くつもりです
V0000366036	炭水化物（たんすいかぶつ） 炭水化物の少ない食事療法
V0000366037	(薬)	粉薬（こなぐすり）
V0000366038	空気パージ（くうき）
V0000366039	ラップトップ
V0000366040	よく しばしば
P0000157384	銅（どう） 
P0000157384	赤金・銅（あかがね） 銅像（どうぞう）
P0000157385	宛名（あてな） 住所（じゅうしょ）
P0000157385	宛名が違っている 宛名不明
V0000366041	一般の（いっぱん） 一般の本屋 一般の人 一般人（いっぱんじん）
V0000366042	孫息子（まごむすこ） 孫娘（まごむすめ）
V0000366043	詐欺（さぎ） 詐欺を動く（うごきます） 騙す（だまします） 詐欺で金を巻き上げる（まきあげる）
V0000366044	すり すりのカルテット
V0000366045	羊歯（しだ）
V0000366046	そもそも 元々（もともと） 初めから（はじめ） その答えがそもそも間違っていたのだ
V0000366047	高山（こうざん） 高い山
P0000157386	含む（ふくみます） オレンジにビタミン
P0000157386	が多く含まれている
V0000366048	勉学（べんがく） 彼は勉学にいそしんでいる
V0000366049	完全主義者（かんぜんしゅぎしゃ） 凝り性の人（こりしょう）
V0000366050	隣（となり） 隣の国 隣国
V0000366051	ゴルフ
P0000157387	ルール 
P0000157387	規則（きそく）
P0000157387	規制（きせい）
P0000157387	それはルール違反だ
V0000366052	張る（はります） ネットを張る　 テントを張る
V0000366053	惚ける（とぼけます） 彼はよくとぼけて人を笑わせた とぼけちゃ困るよ, そりゃ僕の金だ
V0000366054	浴びる　(あびます)
V0000366055	よかったてすね
V0000366056	あちこち あちらこちら あちこち電話する　 あちこちの学校
V0000366057	タイプを打つ（うつ） ミシンで書く
V0000366058	（就職の）願書（がんしょ） インターネットで願書を取り寄せた（とりよせる）
V0000366059	音符（おんぷ） 彼はピアノを音符を見ずに弾いた
V0000366060	フラミンゴ
V0000366061	軽い（かるい） 軽い昼食
V0000366062	二年前に（にねんまえに）
P0000157388	豊か（な）（ゆたか） 豊富（な）（ほうふ）
P0000157388	この地方は鉄と石炭が豊かである 豊かな家に生まれた
V0000366063	会社を辞める（やめます）
V0000366064	凝り性の（こりしょう） 完全主義者（かんぜんしゅぎしゃ） 凝り性の人（こりしょう）
V0000366065	港（みなと） シドニーは天然の美しい港がある
V0000366066	控訴（こうそ） 地方裁判所の判決に対して控訴する
V0000366067	中央（ちゅうおう） アルパス山脈はヨーロッパの中央にある
V0000366068	注意深い（ちゅういぶかい） 科学は注意深い観察（かんさつ）に基づいている（もとづく）
V0000366069	悪魔（あくま）
V0000366070	火力（かりょく） このストーブは火力が強い
V0000366071	大敵（たいてき） 湿気はピアノの大敵だ
V0000366072	新婚夫婦（しんこんふうふ） その新婚夫婦は手をつないで歩いた
V0000366073	学期末試験 （がっきまつしけん）
V0000366074	年を取った人 老人（ろうじん）
V0000366075	遅れる（おくれます） 遅くなる（おそく） 遅刻する（ちこく） 遅くなってすみません
V0000366076	それは意味をなさない
V0000366077	切断（せつだん） 足を膝(ひざ)から切断する　 強風のため電線が数箇所で切断された
V0000366078	頭上（ずじょう） 頭上には月と星が輝いていた（かがやく）
V0000366079	パーティーで着る
V0000366080	恵比寿 （えびす）
V0000366081	岩（いわ） 岩石（がんせき）
V0000366082	トラクター
V0000366083	対策（たいさく） 対策を講じる（こうじます）/とります 交通事故の防止対策を講じなければならない
V0000366084	ごみを出す どこにごみを出したらいいですか
P0000157389	休養する（きゅうよう） 休憩する（きゅうけい）
P0000157389	昨日は一日ゆっくり休養した
V0000366085	零す（こぼします） ジュースをこぼす 塩をこぼす 涙をこぼす 一人もこぼさず卒業させる
V0000366086	暇（な）（ひま）
V0000366087	私書箱（ししょばこ）
V0000366088	外国人恐怖症 （がいこくじんきょうふしょう）
V0000366089	鈍い（にぶい） 鋭い（するどい） 鈍いナイフ 視力が鈍くなった
V0000366090	放つ（はなちます） 放す（はなします） うさぎを野に放つ 大砲を放つ
V0000366091	百足（むかで） げじげじ
V0000366092	郵便配達（ゆうびんはいたつ） 配達（はいたつ）
V0000366093	瞑想（めいそう） 彼は昨晩瞑想した時のイメージを描いた
V0000366094	～を　要求する（ようきゅう） ～を　要する（ようする） とりわけ、科学用語には正確な定義が要求される
V0000366095	膳(ぜん) 一膳（いちぜん） 箸（はし）
P0000157390	入隊する（にゅうたい） 軍隊に入る 
P0000157390	入隊者
V0000366096	偉い（えらい） 偉大（な）（いだい） 偉い/偉大な人
V0000366097	白熊（しろくま） 北極熊（ホッキョクグマ）
V0000366098	紙表紙の（かみびょうし） ペーパーバック（の） 紙表紙の本
P0000157391	～かもしれない 
P0000157391	～でしょう 来週のテストは、楽かもしれない
V0000366099	ホラー 恐怖映画（きょうふえいが）
P0000157392	～起こす（おこします） 
P0000157392	子供を起こす 子供が起きた
P0000157393	孤独（こどく） 寂しさ（さびしさ） 孤独（な）（こどく） 寂しい（さびしい） 寂しい（さみしい）
P0000157393	孤独な人 ときには孤独もまた楽しいものだ 孤独な日々を送る
P0000157394	ノイローゼ 
P0000157394	神経症（しんけいしょう）
V0000366100	赤十字社（せきじゅうじしゃ） 赤十字社看護師
V0000366101	麻薬（まやく） 麻薬犬（まやくけん）
V0000366102	絵の具（えのぐ） 赤い絵の具に青い絵の具を混ぜなさい
V0000366103	イチジク
V0000366104	スクール 学校（がっこう） クッキングスクール 料理教室（りょうりきょうしつ）
V0000366105	税務署（ぜいむしょ） 税務署員
P0000157395	匿名（とくめい） 無名（むめい） 
P0000157395	その人は匿名希望だ 無名の手紙
V0000366106	銀河(系)(ぎんがけい） 天の川（あまのがわ） 宇宙にたくさんの銀河がある
V0000366107	制度（せいど） システム 新制度は成功だと分かった
V0000366108	オートバイ 私のオートバイは途中で故障した
P0000157396	（お）およそ 
P0000157396	約（やく）
P0000157396	大ざっぱ（な）（おおざっぱ） 
P0000157396	およそ５０ おおよその日程を決める いくつぐらい必要なんだ. おおよその数字だけでも教えてくれ.
V0000366109	鍋物（なべもの） 犬なべもの
V0000366110	改革（かいかく） 政府は教育を改革している 宗教改革（しゅうきょうかいかく）
V0000366111	美容師（びようし）
V0000366112	自慰（じい）をする/にふける オナニーする
V0000366113	スカンク
V0000366114	ポン引き（ぽんびき）
V0000366115	大文字（おおも（ん）じ）
V0000366116	地質学（ちしつがく） 地質学者
V0000366117	遠足（えんそく） 動物園に遠足に行く
V0000366118	頭文字（かしらもじ） 木の幹に自分の頭文字を彫った
V0000366119	民族の舞踊 （みんぞくのぶよう） 舞踊（ぶよう）
V0000366120	新車（しんしゃ） 彼は私の新車を誉める（ほめる）
P0000157397	振る（ふります）　 
P0000157397	次の漢字にかなを振りなさい
V0000366121	おしゃべり お茶でも飲みながらおしゃべりしていただけませんか
V0000366122	であろう　（だろう、まい） その交渉（こうしょう）はさわめて困難（こんなん）であろう
V0000366123	性器（せいき） 世紀（せいき）
P0000157398	熱湯（ねっとう） （お）湯 
P0000157398	私はカップに熱湯を注いだ
V0000366124	ペンキ 壁をペンキで塗る
V0000366125	義務（ぎむ） あなたを助けるのが私の義務だ 義務を怠る（おこたります）
V0000366126	質問（しつもん）
V0000366127	乗せる（のせます） この箱の上には、何も載せないで下さい この小説は何という雑誌に載せるのですか
V0000366128	ホック 鉤（かぎ） つりばり
P0000157399	居間（いま）　
P0000157399	茶の間（ちゃのま）　
V0000366129	選挙権（せんきょけん）
V0000366130	パラシュート パラシュートが開いた
V0000366131	アイスクリーム
V0000366132	片道（かたみち） 片道切符 図書館まで片道は歩いて帰りはバスに乗った
V0000366133	大雨（おおあめ） 豪雨（ごうう） 大雨が降った
P0000157400	孤児（こじ） 故事（こじ）
P0000157400	その孤児はお金持ちに育てられた
V0000366134	副大統領（ふくだいとうりょう）
V0000366135	長靴（ながぐつ）
V0000366136	黒子（ほくろ）
V0000366137	運搬車（うんぱんしゃ） トラック
V0000366138	足取り（あしどり） 宇宙飛行士はしっかりした足取りで地球に降りたった
V0000366139	極東（きょくとう）
V0000366140	怪我人（けがにん） 負傷者（ふしょうしゃ） 負傷者が友達に支えられながら病院に入っていきました
V0000366141	完ぺき（かんぺき）（な） ダンサーの一つ一つの動きは完璧だった 完璧さ（かんぺきさ）
V0000366142	マンゴー
V0000366143	増やす（ふやす） 知識を増やすためにたくさん本を読まなきゃ
V0000366144	髪を結う（ゆいます） 彼女はいつも有名な美容師に髪を結ってもらう
P0000157401	寄る（よります） 訪ねる（たずねる）
P0000157401	訪れる（おとずれる）
P0000157401	訪問する（ほうもん） 私の帰宅の途中で彼の家に寄るつもりだ
V0000366145	（お）弁当（べんとう）
V0000366146	違法（な）（いほう） 違法性（いほうせい）
V0000366147	（星座）	牡牛座（おうしざ）
V0000366148	ニンニクひとかけら 欠片（かけら）
V0000366149	～の内臓を抜く （ないぞうをぬく） 魚の内臓を抜く
V0000366150	一寸（ちょっと）
V0000366151	署名する（しょめい） サインする ～に　名前を署名する
V0000366152	～が　欠ける（かけます） 彼の食事にはカルシウムが欠けている
V0000366153	木陰（こかげ） 木の影/陰（きのかげ） 木陰で 木陰に入る
V0000366154	物置（ものおき） 物置に鍵をかけるのを忘れちゃった
V0000366155	宝箱（たからばこ） 宝（たから）
V0000366156	飛行（ひこう） 危険な飛行だった
V0000366157	英雄（えいゆう） ヒーロー 国民的英雄 英雄の/英雄的
P0000157402	持久（じきゅう） 忍耐（にんたい）
P0000157402	持久力（じきゅうりょく）
V0000366158	完全（な）（かんぜん） 私は彼を完全に信用しています
V0000366159	上級（じょうきゅう）
V0000366160	日雇い（ひやとい） 日雇いで働く
V0000366161	他動詞（たどうし） 自動詞（じどうし） 人を並べる
V0000366162	鯱（しゃち）
P0000157403	水蒸気（すいじょうき）
P0000157403	蒸気（じょうき）
P0000157403	雲は蒸気のかたまりです
V0000366163	花壇（かだん）
V0000366164	四つんばい（よ（っ）つんがい）
V0000366165	～を　鼻で嗅ぐ（かぎいます）
V0000366166	修理（しゅうり） 直す（なおします） 修繕（しゅうぜん） この機械を修理できる/が直せる
V0000366167	少数民族（しょうすうみんぞく）
V0000366168	ハンガー 衣紋掛け　(古) （えもんかけ）
P0000157404	抱える（かかえます） 
P0000157404	問題を抱える あの会社は借金を抱えている
V0000366169	～に　そっくり ～に　よく似ている（にる） 瓜二つ（うりふたつ） 彼は父親にそっくりだ
P0000157405	欧米（おうべい）
P0000157405	西洋（せいよう）
P0000157405	欧米風の考え方
V0000366170	手綱（たづな） 馬の手綱をとる 手綱を引く 手綱を緩める（ゆるめます） 子供たちの手綱を締める
V0000366171	栄える（さかえます） １５世紀のイタリアでは美術が栄えた
V0000366172	コーンフレークス
V0000366173	余韻（よいん） 戦争の余韻 パイプオルガンはやんだが,しばらく余韻が続いていた
V0000366174	煩い！（うるさい） 静かに（しずかに） 黙れ（だまれ） 煩い （うるさい）
V0000366175	化粧品（けしょうひん） あの店でもう化粧品は売っていない
P0000157406	国務省　〔米国の〕（こくむしょう） 
P0000157406	国務長官　〔ちょうかん〕
P0000157407	ベトナム 越南（えつなん）
P0000157407	ベトナム戦争
V0000366176	～など 例えば（たとえば）
V0000366177	宗教改革（しゅうきょうかいかく）
P0000157408	降伏（こうふく） 幸福（こうふく）
P0000157408	降参（こうさん）
P0000157408	自首（じしゅ）
P0000157408	彼は自発的に降伏した …という条件（じょうけん）で降伏する
V0000366178	水着（みずぎ）
V0000366179	霙（みぞれ） みぞれが降っている
V0000366180	スツール スツールに腰掛ける
V0000366181	円（えん） 八十円の切手
V0000366182	買い物　（かいもの）する
V0000366183	食料（しょくりょう） 食べ物（たべもの） 3日分の食料
V0000366184	日当たりが良い（ひあたり） 日当たり 家の居間は日当たりが良い
V0000366185	制定する（せいてい） 憲法を制定する あの国は国旗を制定したところだ
V0000366186	強制的（きょうせいてき） 彼女は強制的に私を一緒に連れ出した
V0000366187	新茶（しんちゃ）
P0000157409	働く（はたらきます） 勤める（つとめます）
P0000157409	彼は銀行で働きます
P0000157410	深い（ふかい） 
P0000157410	不快（な）（ふかい）
V0000366188	大げさ（おおげさ） 誇張（こちょう） 大げさに言う 誇張して話す 大げさな身振りで
V0000366189	～に　間に合う　（まにあう） 電車に間に合った
V0000366190	芥子の実（けしのみ）
V0000366191	肝臓（かんぞう）
V0000366192	再生可能エネルギー源 （さいせいかのうエネルギーみなもと）
V0000366193	英文学（えいぶんがく） 彼は英文学の大家（たいか）
V0000366194	排出（はいしゅつ） 二酸化炭素の排出（はいしゅつ）
V0000366195	依存（いぞん） その鳥の経済は漁業に依存している 人に依存して暮らす それはすべて天候に依存している/にかかる
V0000366196	伝統（でんとう）
V0000366197	宝石（ほうせき） 宝石を身につける
V0000366198	組み合わせる （くみあわせます） 両手を組み合わせる
V0000366199	大騒ぎ（おおさわぎ） 首相が暗殺され，国中が大騒ぎとなった
P0000157411	打ち合わせ（うちあわせ） 計画（けいかく）
P0000157411	打ち合わせ通りに事が運んだ 打ち合わせをする 打ち合わせる（うちあわせます）
V0000366200	鎧（よろい） 鎧をつけている人は、転ぶと大きな音がする
V0000366201	夜行バス（やこう） 夜行性の動物 夜行する（やこう）
V0000366202	車道の向こう側 （しゃどうのむこうがわ）
V0000366203	教える (おしえます)
P0000157412	瓜二つ（うりふたつ） 
P0000157412	その二人の兄弟は瓜二つである
V0000366204	どう思って？
P0000157413	バクテリア 細菌（さいきん） 
P0000157413	最近（さいきん）
V0000366205	ドレス
V0000366206	を　引退する（いんたい） 引退している 政界から引退する
V0000366207	バスを降りる（おります） ここで降りて下さい
V0000366208	開会する（かいかい） ここにオリンピック大会の開会を宣言します（せんげん）
P0000157414	～を　勘当する（かんどう） 感動する（かんどう）
P0000157414	息子を勘当する
V0000366209	自動販売機　（じどうはんばいき）
V0000366210	部族（ぶぞく） その部族は祖先（そせん）を崇拝している
V0000366211	宿題を出す
V0000366212	そんなの（は） そんなのは、あるの？ そんなのは、あるかよ！
V0000366213	ダンスパー
V0000366214	～に　気をつける ～に　注意する（ちゅうい） スープに塩をたくさん入れると、塩からくなるから、気をつけてください
V0000366215	鼠取り（ねずみとり） 罠（わな）
V0000366216	ピーピー 小鳥がぴーぴー鳴いている そんなにぴーぴー言うな
V0000366217	拭く（ふきます） 拭う（ぬぐいます） 顔をタオルでふいた
V0000366218	おもちゃ屋 　 おもちゃ がんぐ
V0000366219	真夏（まなつ）
V0000366220	献血する（けんけつ） 私たちはその子供を救うために献血した 献血車（けんけつしゃ）
P0000157415	衛星（えいせい） 衛生（えいせい）
P0000157415	放送衛星 人工衛星
V0000366221	白血病（はっけつびょう）
V0000366222	減る（へります） 減少する（げんしょう） 体重が減っている
V0000366223	現れる（あらわれます） 舞台（ぶたい）の右の方から、一人の漁師（りょうし）が現れた
V0000366224	縁起が悪い（えんぎ） ２は英語では縁起の悪い数字です
V0000366225	東洋人（とうようじん）
V0000366226	～に　値する（あたい） この本は一読に値する（いちどく） この問題はこれ以上の論議に値しない
P0000157416	滑る（すべります） 
P0000157416	丘を滑り降りる 戸がよく滑る
V0000366227	御曹司（おんぞうし） 相続人（そうぞくにん）
P0000157417	領地（りょうち） 領土（りょうど） ~領（りょう） 
P0000157417	韓国領（かんこくりょう） 陸地（りくち）
V0000366228	夢中に/でする（むちゅう） 彼女は夢中で本を読んだ
V0000366229	波（なみ） 波蘭（ポーランド）
V0000366230	急死する（きゅうし） 心臓発作で急死する
V0000366231	フライ返し（ふらいがえし）
V0000366232	芸能人（げいのうじん） 芸能人ぶる
V0000366233	マッコウクジラ マッコウクジラは１０００メートルの深さまで潜ることができる
V0000366234	ろば
P0000157418	のんびり（とした） 心配のない 楽天的（らくてんて)　
P0000157418	穏やか（おだやか） のんびりとした人 のんびりと暮らす
V0000366235	モルモット
V0000366236	冗談（じょうだん）を言う 冗談だろう！
V0000366237	味（あじ） 変な味がする
V0000366238	週末（しゅうまつ）
V0000366239	によると によって 友達の話によると、朋子はやっと彼を見つけたらしい
V0000366240	巻尺（まきじゃく）
V0000366241	類義語（るいぎご） 類語（るいご） ～の類語である 類語をあげる
V0000366242	前に（まえに） もっと早く 前に本で読んだ
V0000366243	初めて（はじめて）
V0000366244	出身地（しゅっしんち） どの学生も名前と出身地を聞かれた
V0000366245	送る（おくります） 出す（だします） 送信する（そうしん） 
V0000366246	恐らく（おそらく） おそらく来ないでしょう
V0000366247	中級（ちゅうきゅう）
V0000366248	～ば　よかった あの本を読めばよかった
V0000366249	缶（かん） 缶は空っぽです 缶詰の（かんづめ） 缶詰の食べ物
V0000366250	革ひも（かわひも） 綱（つな） 革ひもでつないで犬を散歩させる
V0000366251	生姜（しょうが）
P0000157419	（諺）
P0000157419	昼には目あり、夜には耳あり 
V0000366252	ボランティア活動（かつどう） 彼はボランティア活動に専念した
V0000366253	お正月（おしょうがつ）
V0000366254	そこで さてそこで問題です
P0000157420	だけど しかし　
P0000157420	このコートは素敵だけど高価すぎる
V0000366255	ニホンザル
V0000366256	軽蔑する（けいべつ） 我々は彼を臆病（おくびょう）だといって軽蔑していた
V0000366257	頭文字（かしらもじ） 木の幹に自分の頭文字を彫った 頭文字のついているハンカチ
V0000366258	非常（ひじょう） 非常の場合には、ここから出てください 試験は非常に難しかった
P0000157421	仲良し（なかよし） 親友（しんゆう）
P0000157421	大の仲良し
V0000366259	お凸（おでこ）(俗) 額（ひたい） おでこをさする 彼女はおでこが広い[狭い]
P0000157422	魚の目（うおのめ） たこ 蛸（たこ）
P0000157422	凧（たこ）
V0000366260	修士（しゅうし） 修士の学位（がくい） 彼は法学修士の学位を得た（えた）
V0000366261	～に　気が付く（きがつく） 私は時計が壊れているのに気が付いた
V0000366262	鉄（てつ） 鉄分（てつぶん）
V0000366263	～だけ 一週間だけ休む 一週間しか休まない
V0000366264	抗鬱剤　（こううつやく）
V0000366265	失敗（しっぱい） すべての努力は失敗に終わった
V0000366266	お腹が空いた時 店が休みのとき 暇な時
V0000366267	大根（だいこん）
V0000366268	腎臓（じんぞう） 腎臓が悪いです
V0000366269	引き分け（ひきわけ） その試合は６対６引き分けに終わった
V0000366270	臨時（な）（りんじ） 臨時教員
V0000366271	追う（おいます） 最新の流行を追うのは大変お金がかかる 彼は警察に追われている
V0000366272	時刻表(じこくひょう) ダイヤ 電車時刻表
V0000366273	ヒンドゥー教 ヒンズー教 
V0000366274	ブーツ
V0000366275	～を　要する（ようする） ～を　要求する（ようきゅう）
V0000366276	間違いを直す（なおす） 先生、日本語で手紙を書いたんですが、間違いを直していただけませんか
V0000366277	ドリル ドリルで穴を開ける
