V0000437084	さんがにち
V0000441123	では、しぜんはかいをふせぐためにいまわたしたちは、なにをすべきなのでしょうか。まずみじかなところでできる、ゴミのぶんべつとしょり。 これをまもることでゆうがいガスをすくなからずふせぐことがかのうです。とうぜんポイすてはもってのほか。しかし、ひとりでじっこうしてもいみがありません。 ひとりひとりがそれをまもることでおおきなせいかをはっきし、しぜんはかいのよぼうにつながるのです。 いまは、それぞれがみじかでできることをじっこうしていくことがたいせつです。
V0000441124	みんな、しぜんはかいがどれだけこわいものかわかったでしょう。しぜんをまもるために、みんなができることがあるっていっていたけど、それがなにかわかるひと。
V0000441125	みんな、しぜんはかいがどれだけこわいものかわかったでしょう。しぜんをまもるために、みんなができることがあるっていっていたけど、それがなにかわかるひと。
V0000441126	ハイハイハイ！
V0000441127	ハイハイハイ！
V0000441128	じゃあ、サトシ。
V0000441129	じゃあ、サトシ。
V0000441130	はい。ゴミをだすときは、ぶんべつしてだすことです。それと、ポイすてはぜったいしないことです。
V0000441131	はい。ゴミをだすときは、ぶんべつしてだすことです。それと、ポイすてはぜったいしないことです。
V0000441132	そのとおり。みんなもこれからはしぜんのことをすこしかんがえてこうどうすること。わかったわね。
V0000441133	そのとおり。みんなもこれからはしぜんのことをすこしかんがえてこうどうすること。わかったわね。
V0000441134	はーい。
V0000441135	はーい。
V0000441136	（じゅぎょうおわりのチャイムがなる）
V0000441137	（じゅぎょうおわりのチャイムがなる）
V0000441138	はい、きょうはここまで。
V0000441139	はい、きょうはここまで。
V0000441140	そうそう
V0000441141	まかされる
V0000441142	きたいされる
V0000441143	いまさら
V0000441144	しゅうでん
V0000441145	はい、もしもし。
V0000441146	はい、もしもし。
V0000441147	アグネスさん？
V0000441148	アグネスさん？
V0000441149	あ、ゆうすけさん？こんばんは。
V0000441150	あ、ゆうすけさん？こんばんは。
V0000441151	おそくにごめんね。いま、だいじょうぶかな？
V0000441152	おそくにごめんね。いま、だいじょうぶかな？
V0000441153	えーと、いましごとちゅうなの。
V0000441154	えーと、いましごとちゅうなの。
V0000441155	えっ、こんなじかんまで？もうじゅうにじすぎてるよ！どうしたの？
V0000441156	えっ、こんなじかんまで？もうじゅうにじすぎてるよ！どうしたの？
V0000441157	うん、にゅうしゃそうそうおおきなしごとをまかされちゃって、ぜんぜんおわらないんだ。
V0000441158	うん、にゅうしゃそうそうおおきなしごとをまかされちゃって、ぜんぜんおわらないんだ。
V0000441159	そうか、たいへんだなあ。でも、すぐにだいじなしごとをまかされるなんて、きたいされてるね。
V0000441160	そうか、たいへんだなあ。でも、すぐにだいじなしごとをまかされるなんて、きたいされてるね。
V0000441161	うーん、どうかなあ…。あ、それより、なにかようじだった？
V0000441162	うーん、どうかなあ…。あ、それより、なにかようじだった？
V0000441163	いや、またしゅうまつにでもしょくじにどうかなあ、とおもって。
V0000441164	いや、またしゅうまつにでもしょくじにどうかなあ、とおもって。
V0000441165	そうねえ、このしごとのプレゼンがきんようびなの。だから、しゅうまつならいかれるとおもうわ。
V0000441166	そうねえ、このしごとのプレゼンがきんようびなの。だから、しゅうまつならいかれるとおもうわ。
V0000441167	そうか、よかった！じゃあ、またでんわするよ。いそがしいところごめんね。がんばって。
V0000441168	そうか、よかった！じゃあ、またでんわするよ。いそがしいところごめんね。がんばって。
V0000441169	うん、ありがとう。じゃあね。
V0000441170	うん、ありがとう。じゃあね。
V0000441171	（でんわきれる）
V0000441172	（でんわきれる）
V0000441173	（かいしゃのでんわがなる）
V0000441174	（かいしゃのでんわがなる）
V0000441175	はい、デザインオフィスジェイでございます。
V0000441176	はい、デザインオフィスジェイでございます。
V0000441177	あかさかのゴリだけど。
V0000441178	あかさかのゴリだけど。
V0000441179	あ、たんとうのむらかみでございます！
V0000441180	あ、たんとうのむらかみでございます！
V0000441181	おお、アンタか。おそくまでしごとさせて、わるいねえ。ちょっとかくにんしたいんだけどさ、おれ、きのうのでんわでひょうしはあおがいいっていったっけ？
V0000441182	おお、アンタか。おそくまでしごとさせて、わるいねえ。ちょっとかくにんしたいんだけどさ、おれ、きのうのでんわでひょうしはあおがいいっていったっけ？
V0000441183	ええ。
V0000441184	ええ。
V0000441185	やっぱりそうかー。あのさ、いまからあかにかえられる？
V0000441186	やっぱりそうかー。あのさ、いまからあかにかえられる？
V0000441187	えっ…と、しょうちしました。ごれんらくありがとうございました。
V0000441188	えっ…と、しょうちしました。ごれんらくありがとうございました。
V0000441189	したのこ
V0000441190	じゅぎょうさんかん
V0000441191	ちょうし
V0000441192	いぶんか
V0000441193	たまには
V0000441194	あのさあ、きょう、したのこのじゅぎょうさんかんにはじめていったんだけど、すごくおもしろかったよ。
V0000441195	あのさあ、きょう、したのこのじゅぎょうさんかんにはじめていったんだけど、すごくおもしろかったよ。
V0000441196	へー。どんなだったの。
V0000441197	へー。どんなだったの。
V0000441198	みたのはさんすうのじゅぎょうだったんだけどさあ。
V0000441199	みたのはさんすうのじゅぎょうだったんだけどさあ。
V0000441200	はじめにボールがみっつ、ありました。あとでよっつ、ふえました。ぜんぶでいくつになったかな？。。わかるひと！
V0000441201	はじめにボールがみっつ、ありました。あとでよっつ、ふえました。ぜんぶでいくつになったかな？。。わかるひと！
V0000441202	ハイハイハイ！
V0000441203	ハイハイハイ！
V0000441204	じゃあ、レオくん。わかるかな。
V0000441205	じゃあ、レオくん。わかるかな。
V0000441206	はい。ななです。
V0000441207	はい。ななです。
V0000441208	そう！ほんとう？ほかにだれか、ちがうとおもうひとは？
V0000441209	そう！ほんとう？ほかにだれか、ちがうとおもうひとは？
V0000441210	ハイハイハイ！
V0000441211	ハイハイハイ！
V0000441212	じゃあ、マサミちゃん。
V0000441213	じゃあ、マサミちゃん。
V0000441214	せんせい、ななです。
V0000441215	せんせい、ななです。
V0000441216	ああ、そう。ななですか。ほかには？ほかのこたえは？
V0000441217	ああ、そう。ななですか。ほかには？ほかのこたえは？
V0000441218	ハイハイハイ！
V0000441219	ハイハイハイ！
V0000441220	ユウキくん、わかるかな。
V0000441221	ユウキくん、わかるかな。
V0000441222	はい。ななだとおもいます。
V0000441223	はい。ななだとおもいます。
V0000441224	うーん。ななかあ。ほかには？こたえわかるひとは？
V0000441225	うーん。ななかあ。ほかには？こたえわかるひとは？
V0000441226	ハイハイハイ！
V0000441227	ハイハイハイ！
V0000441228	ってまあ、ずっとこんなちょうしで、さらに にかいも、こどもたちのハイハイハイ！がつづいてさあ。おどろいちゃったよ。
V0000441229	ってまあ、ずっとこんなちょうしで、さらに にかいも、こどもたちのハイハイハイ！がつづいてさあ。おどろいちゃったよ。
V0000441230	なるほどね。しょうがくいちねんせいってそんなもんなのよね。
V0000441231	なるほどね。しょうがくいちねんせいってそんなもんなのよね。
V0000441232	まさに、いぶんかコミュニケーション。こどものせかいってすごいな。
V0000441233	まさに、いぶんかコミュニケーション。こどものせかいってすごいな。
V0000441234	やきゅうかんせん
V0000441235	かって
V0000441236	もってのほか
V0000441237	たきゅうだん
V0000441238	おうえんだんいん
V0000441239	てすう
V0000441240	しかたない
V0000441241	きょうしゅく
V0000441242	がわ
V0000441243	こうほび
V0000441244	むりょう
V0000441245	しょうたい
V0000441246	そしてもらえると たいへんありがたい です
V0000441247	うちのこどもからきいたんですが、こんど、ヤクルトがしょうがくせいをむりょうでやきゅうかんせんにしょうたいしてくれるんですって。いっしょにいきませんか。
V0000441248	うちのこどもからきいたんですが、こんど、ヤクルトがしょうがくせいをむりょうでやきゅうかんせんにしょうたいしてくれるんですって。いっしょにいきませんか。
V0000441249	すごいですね。むりょうしょうたいなんて。。。ぜひ、ごいっしょさせてください。
V0000441250	すごいですね。むりょうしょうたいなんて。。。ぜひ、ごいっしょさせてください。
V0000441251	いくつかこうほびがあるんですが、どのしあいにしますか？やっぱり、きょじんせんかな。
V0000441252	いくつかこうほびがあるんですが、どのしあいにしますか？やっぱり、きょじんせんかな。
V0000441253	そうしましょう！わたしはだいのきょじんファンなので、そうしてもらえると、たいへんありがたいです！
V0000441254	そうしましょう！わたしはだいのきょじんファンなので、そうしてもらえると、たいへんありがたいです！
V0000441255	やまださんって、きょじんファンだったんですね。でも、ヤクルトがわのせきですよ。それでもいいですか？
V0000441256	やまださんって、きょじんファンだったんですね。でも、ヤクルトがわのせきですよ。それでもいいですか？
V0000441257	えー！それは、きょじんファンとしてはたえられないです。わたしだけきょじんがわにすわってもいいですか？
V0000441258	えー！それは、きょじんファンとしてはたえられないです。わたしだけきょじんがわにすわってもいいですか？
V0000441259	うーーん、たぶんそれはできないとおもいますよ。
V0000441260	うーーん、たぶんそれはできないとおもいますよ。
V0000441261	あのぉ、こんなことおねがいするのは、たいへんきょうしゅくなのですが、うちのこどもだけつれていってもらえませんか？
V0000441262	あのぉ、こんなことおねがいするのは、たいへんきょうしゅくなのですが、うちのこどもだけつれていってもらえませんか？
V0000441263	しかたないですね。じゃぁ、わたしがつれていきますよ。
V0000441264	しかたないですね。じゃぁ、わたしがつれていきますよ。
V0000441265	すみません。おてすうをおかけします。じつは、わたし、きょじんのおうえんだんいんなので、たきゅうだんのせきにすわるなんてことはもってのほかなんです。かってをいってもうしわけありませんが、どうぞよろしくおねがいします。
V0000441266	すみません。おてすうをおかけします。じつは、わたし、きょじんのおうえんだんいんなので、たきゅうだんのせきにすわるなんてことはもってのほかなんです。かってをいってもうしわけありませんが、どうぞよろしくおねがいします。
V0000441267	アンタ
V0000441268	ロマン
V0000441269	エロじじい
V0000441270	やっぱり
V0000441271	いちおう
V0000441272	れっきとした
V0000441273	おとめ
V0000441274	しびれる
V0000441275	いつよんでもドラゴン・ボールはさいこうだよな。
V0000441276	いつよんでもドラゴン・ボールはさいこうだよな。
V0000441277	アンタ、じゅぎょうちゅうにまんがよんでたでしょ。
V0000441278	アンタ、じゅぎょうちゅうにまんがよんでたでしょ。
V0000441279	おんなには、ドラゴン・ボールのロマンはわからないだろうなあ。「カ・メ・ハ・メ・はぁぁ～！」やっぱりコレだよ。
V0000441280	おんなには、ドラゴン・ボールのロマンはわからないだろうなあ。「カ・メ・ハ・メ・はぁぁ～！」やっぱりコレだよ。
V0000441281	なによ。ごくうなんてこどもじゃない。かめせんにんはただのエロじじいだし。やっぱり、ほくとのけんよ。
V0000441282	なによ。ごくうなんてこどもじゃない。かめせんにんはただのエロじじいだし。やっぱり、ほくとのけんよ。
V0000441283	ほくとのけん～！？
V0000441284	ほくとのけん～！？
V0000441285	「おまえはもう、しんでいる。」ケンシロウかっこうよすぎ！
V0000441286	「おまえはもう、しんでいる。」ケンシロウかっこうよすぎ！
V0000441287	おまえいちおう、おんなだろ。「どうぶつのおいしゃさん」とか、ふつうはそういうんだろ。
V0000441288	おまえいちおう、おんなだろ。「どうぶつのおいしゃさん」とか、ふつうはそういうんだろ。
V0000441289	なによ、そのいちおう、おんなって。れっきとしたおとめですう。「あたたたたたたたたたたたたたたたたたたたた・・・」ケンシロウのほくとひゃくれつけんってほんとうにさいこうだわ。しびれるう～。
V0000441290	なによ、そのいちおう、おんなって。れっきとしたおとめですう。「あたたたたたたたたたたたたたたたたたたたた・・・」ケンシロウのほくとひゃくれつけんってほんとうにさいこうだわ。しびれるう～。
V0000441291	ぜんかん
V0000441292	マジ
V0000441293	よじげん
V0000441294	わくわく
V0000441295	ひみつどうぐ
V0000441296	だんぜん
V0000441297	このあいだタツオのいえにあそびにいったら、タツオ、「ドラえもん」ぜんかんもっててさあ。
V0000441298	このあいだタツオのいえにあそびにいったら、タツオ、「ドラえもん」ぜんかんもっててさあ。
V0000441299	マジで。すごいね～。
V0000441300	マジで。すごいね～。
V0000441301	おとうさんにかってもらったんだって。
V0000441302	おとうさんにかってもらったんだって。
V0000441303	あの、ドラえもんがよじげんポケットからひみつどうぐをだすときの、あれ。「（ドラえもんになりきって）タケコプター」ってやつ。あれきくとすごくワクワクするよね。
V0000441304	あの、ドラえもんがよじげんポケットからひみつどうぐをだすときの、あれ。「（ドラえもんになりきって）タケコプター」ってやつ。あれきくとすごくワクワクするよね。
V0000441305	ひみつどうぐでしょ。すっごいワクワクする。わたしは「（ドラえもんになりきって）どこでもドア～」がいちばんわくわくするね。
V0000441306	ひみつどうぐでしょ。すっごいワクワクする。わたしは「（ドラえもんになりきって）どこでもドア～」がいちばんわくわくするね。
V0000441307	こいびとにするなら、シズカちゃんよりだんぜんドラミちゃんだね。
V0000441308	こいびとにするなら、シズカちゃんよりだんぜんドラミちゃんだね。
V0000441309	なんで。
V0000441310	なんで。
V0000441311	だって、よじげんポケットもってるじゃん。ドラミちゃん うたもうまいし。たのしいって。
V0000441312	だって、よじげんポケットもってるじゃん。ドラミちゃん うたもうまいし。たのしいって。
V0000441313	じょうりく
V0000441314	かのうせい
V0000441315	たいふういっか
V0000441316	さいあく
V0000441317	しちがつになってたいふうがおおいよな
V0000441318	しちがつになってたいふうがおおいよな
V0000441319	そうそう、しちがつからくがつだけでさんじゅっこくらいはにほんにじょうりくするもんね。
V0000441320	そうそう、しちがつからくがつだけでさんじゅっこくらいはにほんにじょうりくするもんね。
V0000441321	おおあめだし、きょうふうだし、、、けどたいふうがくればがっこうがやすみになるかのうせいもたかいけどね。どこにもいけないけど。。
V0000441322	おおあめだし、きょうふうだし、、、けどたいふうがくればがっこうがやすみになるかのうせいもたかいけどね。どこにもいけないけど。。
V0000441323	どうやら、に、さんにちしたら、たいふうよんごうがくるかもしれないらしいよ。
V0000441324	どうやら、に、さんにちしたら、たいふうよんごうがくるかもしれないらしいよ。
V0000441325	えーっ！こんどのにちよう、つりにいこうとおもってたのに。。。ダメじゃん。。。
V0000441326	えーっ！こんどのにちよう、つりにいこうとおもってたのに。。。ダメじゃん。。。
V0000441327	そりゃー、しょうがないわ。
V0000441328	そりゃー、しょうがないわ。
V0000441329	しかもたいふうがすぎたあとはたいふういっかですごいはれて、めっちゃきおんがあがって。いいことないわ。
V0000441330	しかもたいふうがすぎたあとはたいふういっかですごいはれて、めっちゃきおんがあがって。いいことないわ。
V0000441331	そうそう。さいあく。
V0000441332	そうそう。さいあく。
V0000441333	けさ
V0000441334	ざんぎょう
V0000441335	かどうか
V0000441336	やりなおす
V0000441337	しゅうせい
V0000441338	ようぼう
V0000441339	ないしょ
V0000441340	いちだんらく
V0000441341	おとす
V0000441342	おはようございまーす。
V0000441343	おはようございまーす。
V0000441344	あ、のむらさんおはようございます。
V0000441345	あ、のむらさんおはようございます。
V0000441346	アグネスさん、けさもはやいね。きのうもおそくまでざんぎょうしていたでしょ？
V0000441347	アグネスさん、けさもはやいね。きのうもおそくまでざんぎょうしていたでしょ？
V0000441348	きのう、ゴリさんからでんわがあって。。。いろをかえなきゃならなくなったんです。だからまにあうかどうかしんぱいで。
V0000441349	きのう、ゴリさんからでんわがあって。。。いろをかえなきゃならなくなったんです。だからまにあうかどうかしんぱいで。
V0000441350	ええっ！いまから？それはひどいねー。
V0000441351	ええっ！いまから？それはひどいねー。
V0000441352	ちがういろでやりなおしてたら、ぜんたいをしゅうせいしないわけにはいかなくなってしまって。。。
V0000441353	ちがういろでやりなおしてたら、ぜんたいをしゅうせいしないわけにはいかなくなってしまって。。。
V0000441354	だいじょうぶ？プレゼンはあしたでしょう？
V0000441355	だいじょうぶ？プレゼンはあしたでしょう？
V0000441356	でも、クライアントのようぼうだからきかざるをえないですよねぇ。
V0000441357	でも、クライアントのようぼうだからきかざるをえないですよねぇ。
V0000441358	そうねえ。。。そういうこまったクライアント、おおいのよね。あ、いまの、しゃちょうにはないしょよ。
V0000441359	そうねえ。。。そういうこまったクライアント、おおいのよね。あ、いまの、しゃちょうにはないしょよ。
V0000441360	しゃちょうのおともだちですもんね。
V0000441361	しゃちょうのおともだちですもんね。
V0000441362	だから、いうことをきかないわけにいかないんだけどね。
V0000441363	だから、いうことをきかないわけにいかないんだけどね。
V0000441364	ああー、どうしよう。まにあうかしら。
V0000441365	ああー、どうしよう。まにあうかしら。
V0000441366	わたし、きょうのしごとがひとだんらくしたらてつだってあげるわ。このしごとはおとすわけにはいかないでしょう。
V0000441367	わたし、きょうのしごとがひとだんらくしたらてつだってあげるわ。このしごとはおとすわけにはいかないでしょう。
V0000441368	いいんですか？ごめんなさい。
V0000441369	いいんですか？ごめんなさい。
V0000441370	いいのよ。にゅうしゃしたばかりでこんなきついしごと、たいへんでしょう。あとでだれかほかにもてつだえるかどうかきいてみるわ。
V0000441371	いいのよ。にゅうしゃしたばかりでこんなきついしごと、たいへんでしょう。あとでだれかほかにもてつだえるかどうかきいてみるわ。
V0000441372	ありがとうございます！
V0000441373	ありがとうございます！
V0000441374	おたく
V0000441375	ひるむ
V0000441376	にほんとう
V0000441377	ちんぴら
V0000441378	ひっとう
V0000441379	もひかん
V0000441380	ぶつかる
V0000441381	かげ
V0000441382	いえじ
V0000441383	かり
V0000441384	かくご
V0000441385	いてっ！
V0000441386	いてっ！
V0000441387	（いきなりかげからでてきて、ぶつかってきたのはあなたじゃないですか。なんなんですか）
V0000441388	（いきなりかげからでてきて、ぶつかってきたのはあなたじゃないですか。なんなんですか）
V0000441389	かたがいてーなー。どうしてくれんだよー。
V0000441390	かたがいてーなー。どうしてくれんだよー。
V0000441391	（いち、に、さん...さんにんぐみか。モヒカンをひっとうにぜんいんチンピラふう。これって・・・よにいうオタクがりってやつ！？）
V0000441392	（いち、に、さん...さんにんぐみか。モヒカンをひっとうにぜんいんチンピラふう。これって・・・よにいうオタクがりってやつ！？）
P0000208111	ゆるしてほしければ、ドラゴンボールのマンガぜんぶと
P0000208111	をわたしな。
P0000208112	ゆるしてほしければ、ドラゴンボールのマンガぜんぶと
P0000208112	をわたしな。
V0000441393	（あっ、やっぱりオタクがりってやつですか。。。）
V0000441394	（あっ、やっぱりオタクがりってやつですか。。。）
V0000441395	おい。（おとこ、もっていたにほんとうをだす。ひるむわかいおとこたち。）
V0000441396	おい。（おとこ、もっていたにほんとうをだす。ひるむわかいおとこたち。）
V0000441397	おっオタクが、そっ、そんなものだしていいのか。
V0000441398	おっオタクが、そっ、そんなものだしていいのか。
V0000441399	かくごしろよ。
V0000441400	かくごしろよ。
V0000441401	ほうめん
V0000441402	グルメてんごく
V0000441403	どくとく
V0000441404	たべつくす
V0000441405	きにゅうする
V0000441406	こうくうけん
V0000441407	よやく
V0000441408	まちなみ
V0000441409	うだるような
V0000441410	いらっしゃいませ。
V0000441411	いらっしゃいませ。
V0000441412	らいげつにアジアほうめんにりょこうをかんがえているんですが、どこかオススメのばしょはありませんか。
V0000441413	らいげつにアジアほうめんにりょこうをかんがえているんですが、どこかオススメのばしょはありませんか。
V0000441414	なんにちかんぐらいをかんがえていらっしゃいますか。
V0000441415	なんにちかんぐらいをかんがえていらっしゃいますか。
V0000441416	いっしゅうかんくらいです。
V0000441417	いっしゅうかんくらいです。
V0000441418	ちょっとしらべてみますね。しょうしょうおまちください。にめいさまでよろしいですか。
V0000441419	ちょっとしらべてみますね。しょうしょうおまちください。にめいさまでよろしいですか。
V0000441420	はい。おねがいします。(さん、よんぷんご)
V0000441421	はい。おねがいします。(さん、よんぷんご)
V0000441422	おまたせしました。いま、いちばんのオススメはちゅうごくのしゃんはいですね。ななはくようかホテルつきで１めいさま68,000えんです。
V0000441423	おまたせしました。いま、いちばんのオススメはちゅうごくのしゃんはいですね。ななはくようかホテルつきで１めいさま68,000えんです。
V0000441424	しゃんはいですか。
V0000441425	しゃんはいですか。
V0000441426	しゃんはいはいまにんきですよ。ヨーロッパぶんかとちゅうごくぶんかがミックスされたまちなみはしゃんはいどくとくできれいですし、しゃんはいはアジアのグルメてんごくといわれてますから、たべものもすごくおいしいですよ。
V0000441427	しゃんはいはいまにんきですよ。ヨーロッパぶんかとちゅうごくぶんかがミックスされたまちなみはしゃんはいどくとくできれいですし、しゃんはいはアジアのグルメてんごくといわれてますから、たべものもすごくおいしいですよ。
V0000441428	どうする？（どうせきのユミにきく）
V0000441429	どうする？（どうせきのユミにきく）
V0000441430	まなつのしゃんはいはものすごくあついってきくけどだいじょうぶかしら。
V0000441431	まなつのしゃんはいはものすごくあついってきくけどだいじょうぶかしら。
V0000441432	このじき、アジアはどこでもうだるようなあつさだよ。
V0000441433	このじき、アジアはどこでもうだるようなあつさだよ。
V0000441434	そうよね。ちゅうかりょうりたべつくしっていうのもいいわねえ。
V0000441435	そうよね。ちゅうかりょうりたべつくしっていうのもいいわねえ。
V0000441436	タカオ；じゃあ、きまり！ すいません、ではしゃんはいでおねがいします。
V0000441437	タカオ；じゃあ、きまり！ すいません、ではしゃんはいでおねがいします。
V0000441438	ありがとうございます。ではさっそくよやくをいれたいとおもいますので、このようしにひつようじこうをごきにゅうください。
V0000441439	ありがとうございます。ではさっそくよやくをいれたいとおもいますので、このようしにひつようじこうをごきにゅうください。
V0000441440	わかりました。
V0000441441	わかりました。
V0000441442	はんせい
V0000441443	にんしきする
P0000208113	むだに
V0000441444	へこむ
V0000441445	はいき
V0000441446	はいきしょぶん
V0000441447	ぎりぎり
V0000441448	しょうみきげん
V0000441449	しんとうする
V0000441450	はいきゅう
V0000441451	ふくしだんたい
V0000441452	ひえいり
V0000441453	ひきとる
V0000441454	むしょう
V0000441455	かてい
V0000441456	せいぞうはんばい
V0000441457	きぎょう
V0000441458	しゃかいは
V0000441459	フードバンクっていうかつどう、しってる？このあいだ、たまたまざっしでよんだんだけど、それをよんだら、いままでのわたしのスーパーでのしょくひんのかいかたをはんせいさせられちゃったわ。
V0000441460	フードバンクっていうかつどう、しってる？このあいだ、たまたまざっしでよんだんだけど、それをよんだら、いままでのわたしのスーパーでのしょくひんのかいかたをはんせいさせられちゃったわ。
V0000441461	フードバンクってなんのこと？
V0000441462	フードバンクってなんのこと？
V0000441463	フードバンクって、きぎょうがしょくひんをせいぞうはんばいするかていで、しょうひんにならなくなってしまったものを、むしょうでひきとって、それをひえいりのふくしだんたいなどをとおして、たべものにこまっているひとびとへむしょうではいきゅうしようとするシステムなんですって。
V0000441464	フードバンクって、きぎょうがしょくひんをせいぞうはんばいするかていで、しょうひんにならなくなってしまったものを、むしょうでひきとって、それをひえいりのふくしだんたいなどをとおして、たべものにこまっているひとびとへむしょうではいきゅうしようとするシステムなんですって。
V0000441465	へぇー。なるほどね。
V0000441466	へぇー。なるほどね。
V0000441467	アメリカでは、ずいぶんしんとうしつつあるかつどうらしいよ。
V0000441468	アメリカでは、ずいぶんしんとうしつつあるかつどうらしいよ。
V0000441469	ふーん、だけど、なんで、それがスーパーでのしょくひんのかいかたとかんけいがあるわけ？
V0000441470	ふーん、だけど、なんで、それがスーパーでのしょくひんのかいかたとかんけいがあるわけ？
V0000441471	たとえば、ぎゅうにゅうをかうときは、しょうみきげんができるだけさきのぎゅうにゅうをえらんでかってたんだけど、みんながそういうかいかたをするから、しょうみきげんぎりぎりのぎゅうにゅうばかりがのこっちゃって、それがけっきょくはいきしょぶんになるわけよ。
V0000441472	たとえば、ぎゅうにゅうをかうときは、しょうみきげんができるだけさきのぎゅうにゅうをえらんでかってたんだけど、みんながそういうかいかたをするから、しょうみきげんぎりぎりのぎゅうにゅうばかりがのこっちゃって、それがけっきょくはいきしょぶんになるわけよ。
V0000441473	なるほどね。みんながなるべくしょうみきげんがちかいものをかっていけば、それだけはいきされるたべものがすくなくなるもんな。
V0000441474	なるほどね。みんながなるべくしょうみきげんがちかいものをかっていけば、それだけはいきされるたべものがすくなくなるもんな。
V0000441475	そういうことよ。それに、パッケージがちょっとでもへこんでたりするしょうひんはかわなかったりするでしょ。だから、なかみになんのもんだいもなくても、パッケージがよごれたりきずついたりしたしょうひんははいきしょぶんされているのがげんじょうらしいわ。
V0000441476	そういうことよ。それに、パッケージがちょっとでもへこんでたりするしょうひんはかわなかったりするでしょ。だから、なかみになんのもんだいもなくても、パッケージがよごれたりきずついたりしたしょうひんははいきしょぶんされているのがげんじょうらしいわ。
V0000441477	たしかに、わざわざパッケージがよごれているしょうひんはかわないよな。
V0000441478	たしかに、わざわざパッケージがよごれているしょうひんはかわないよな。
V0000441479	フードバンクのかつどうがしんとうすることはたいせつだけど、それとどうじに、わたしたちしょうひしゃもしょくひんがむだにはいきされていることをにんしきするひつようがあるわね。
V0000441480	フードバンクのかつどうがしんとうすることはたいせつだけど、それとどうじに、わたしたちしょうひしゃもしょくひんがむだにはいきされていることをにんしきするひつようがあるわね。
V0000441481	なんか、きょうのきみは、ずいぶんしゃかいはだね。
V0000441482	なんか、きょうのきみは、ずいぶんしゃかいはだね。
V0000441483	にどね
V0000441484	とおまわり
V0000441485	ろせん
V0000441486	めどがたたない
V0000441487	さいかい
V0000441488	みあわせる
V0000441489	ぜんせん
V0000441490	はっせい
V0000441491	じんしんじこ
V0000441492	ちょうだのれつ
V0000441493	（めざましのおとがなる）
V0000441494	（めざましのおとがなる）
V0000441495	うーん…あ、もうあさ？きのうもしゅうでんまでざんぎょうしてたから、ねむい…あとすこしだけねよう…。
V0000441496	うーん…あ、もうあさ？きのうもしゅうでんまでざんぎょうしてたから、ねむい…あとすこしだけねよう…。
V0000441497	しまった！もうこんなじかん！うっかりにどねしちゃったよー。きょうはあさからプレゼンだから、すこしはやくかいしゃにいってじゅんびしようとおもったのに、これじゃギリギリだわ。あさごはんをたべているばあいじゃないわね。
V0000441498	しまった！もうこんなじかん！うっかりにどねしちゃったよー。きょうはあさからプレゼンだから、すこしはやくかいしゃにいってじゅんびしようとおもったのに、これじゃギリギリだわ。あさごはんをたべているばあいじゃないわね。
V0000441499	（えきのおと）
V0000441500	（えきのおと）
V0000441501	おきゃくさまにおしらせします。さきほどじんしんじこがはっせいいたしましたかんけいで、ただいまぜんせんでうんてんをみあわせております。
V0000441502	おきゃくさまにおしらせします。さきほどじんしんじこがはっせいいたしましたかんけいで、ただいまぜんせんでうんてんをみあわせております。
V0000441503	ええーっ！じんしんじこ！いつうごくのかしら？
V0000441504	ええーっ！じんしんじこ！いつうごくのかしら？
V0000441505	あ、えきいんさん、すみません。うんてんさいかいまで、どれくらいかかりそうですか？
V0000441506	あ、えきいんさん、すみません。うんてんさいかいまで、どれくらいかかりそうですか？
V0000441507	もうしわけございません、ただいまさいかいのめどがたっておりません。
V0000441508	もうしわけございません、ただいまさいかいのめどがたっておりません。
V0000441509	そんなあ！わたし、きょうだけはちこくできないのに…。
V0000441510	そんなあ！わたし、きょうだけはちこくできないのに…。
V0000441511	バスでべつのろせんのえきにむかっていただけないでしょうか。
V0000441512	バスでべつのろせんのえきにむかっていただけないでしょうか。
V0000441513	そんなとおまわりしているばあいじゃないのよー。しかたがないわ、タクシーでいこう。
V0000441514	そんなとおまわりしているばあいじゃないのよー。しかたがないわ、タクシーでいこう。
V0000441515	うわあ、タクシーのりばもちょうだのれつ！これじゃまにあわない。あ、そうだ、かいしゃにでんわしなきゃ。
V0000441516	うわあ、タクシーのりばもちょうだのれつ！これじゃまにあわない。あ、そうだ、かいしゃにでんわしなきゃ。
V0000441517	はい、デザインオフィスＪでございます。
V0000441518	はい、デザインオフィスＪでございます。
V0000441519	もしもし、むらかみアグネスです。じつは、じんしんじこででんしゃがとまってしまって、かいしゃにおくれそうなんです。
V0000441520	もしもし、むらかみアグネスです。じつは、じんしんじこででんしゃがとまってしまって、かいしゃにおくれそうなんです。
V0000441521	じゅうたい
V0000441522	せんとう
V0000441523	ひるすぎ
V0000441524	したみち
V0000441525	うらみち
V0000441526	かれし
V0000441527	かのじょ
V0000441528	まじ
V0000441529	このさきじゅうたいちゅうだってさー。
V0000441530	このさきじゅうたいちゅうだってさー。
V0000441531	えー、どれぐらいじゅうたいしてるのー。
V0000441532	えー、どれぐらいじゅうたいしてるのー。
P0000208114	ラジオではだんごうざかをせんとうににじゅうご
P0000208114	キロのじゅうたい。。。たぶん、かわぐちこにつくのはひるすぎになっちまうかも。
P0000208115	ラジオではだんごうざかをせんとうににじゅうご
